id,concat,color,latitude,longitude,upfa,trimestre,estatus,pagores,c,p
121339,PAX 121339,Verde [< 180 Días],37.7058,-122.4619,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,94016,ESTADOS UNIDOS
115729,PAX 115729,Verde [< 180 Días],37.7812,-122.4614,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,94118,ESTADOS UNIDOS
107875,PAX 107875,Verde [< 180 Días],37.5735,-122.3225,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,94401,ESTADOS UNIDOS
107138,PAX 107138,Verde [< 180 Días],37.9156,-122.2985,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,94530,ESTADOS UNIDOS
109408,PAX 109408,Verde [< 180 Días],47.4924,-122.2359,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,98178,ESTADOS UNIDOS
108682,PAX 108682,Verde [< 180 Días],37.418,-122.1274,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,94306,ESTADOS UNIDOS
106126,PAX 106126,Verde [< 180 Días],37.2813,-121.9529,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,95008,ESTADOS UNIDOS
106547,PAX 106547,Verde [< 180 Días],37.5176,-121.9287,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,94539,ESTADOS UNIDOS
108943,PAX 108943,Verde [< 180 Días],38.5091,-121.4935,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,95822,ESTADOS UNIDOS
108742,PAX 108742,Verde [< 180 Días],38.5178,-121.4419,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,95824,ESTADOS UNIDOS
108658,PAX 108658,Verde [< 180 Días],38.4243,-121.437,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,95758,ESTADOS UNIDOS
120494,PAX 120494,Verde [< 180 Días],36.3551,-119.301,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,93291,ESTADOS UNIDOS
116793,PAX 116793,Verde [< 180 Días],34.0176,-118.4907,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,90401,ESTADOS UNIDOS
120853,PAX 120853,Verde [< 180 Días],34.2001,-118.4456,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,91405,ESTADOS UNIDOS
105631,PAX 105631,Verde [< 180 Días],34.2556,-118.4208,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,91331,ESTADOS UNIDOS
120570,PAX 120570,Verde [< 180 Días],33.9551,-118.2901,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,90044,ESTADOS UNIDOS
121678,PAX 121678,Verde [< 180 Días],33.9769,-118.2161,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,90255,ESTADOS UNIDOS
107752,PAX 107752,Verde [< 180 Días],34.0443,-117.9862,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,91746,ESTADOS UNIDOS
120130,PAX 120130,Verde [< 180 Días],33.7868,-117.7934,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,92869,ESTADOS UNIDOS
107054,PAX 107054,Verde [< 180 Días],34.1083,-117.2898,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,92402,ESTADOS UNIDOS
117068,PAX 117068,Verde [< 180 Días],32.5324308,-117.1148028,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22504,MEXICO
118998,PAX 118998,Verde [< 180 Días],32.5334308,-117.1138028,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22504,MEXICO
121745,PAX 121745,Verde [< 180 Días],32.5344308,-117.1128028,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22504,MEXICO
106094,PAX 106094,Verde [< 180 Días],32.46509195,-117.1108387,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22559,MEXICO
107890,PAX 107890,Verde [< 180 Días],32.48273087,-117.0769199,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22606,MEXICO
116175,PAX 116175,Verde [< 180 Días],32.48838737,-117.0740796,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,1005,MEXICO
106930,PAX 106930,Verde [< 180 Días],32.52444501,-117.064687,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22510,MEXICO
119116,PAX 119116,Verde [< 180 Días],32.52544501,-117.063687,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22510,MEXICO
119748,PAX 119748,Verde [< 180 Días],32.52644501,-117.062687,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22510,MEXICO
105781,PAX 105781,Verde [< 180 Días],32.50448747,-117.0664926,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22595,MEXICO
119175,PAX 119175,Verde [< 180 Días],32.52713027,-117.055214,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22054,MEXICO
117646,PAX 117646,Verde [< 180 Días],32.51247511,-117.0539127,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22615,MEXICO
117653,PAX 117653,Verde [< 180 Días],32.51347511,-117.0529127,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22615,MEXICO
105274,PAX 105274,Verde [< 180 Días],32.44000543,-117.0518421,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22564,MEXICO
112043,PAX 112043,Verde [< 180 Días],32.38636727,-117.0472753,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22707,MEXICO
107625,PAX 107625,Verde [< 180 Días],32.51801299,-117.0392051,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22056,MEXICO
120683,PAX 120683,Verde [< 180 Días],32.51901299,-117.0382051,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22056,MEXICO
105652,PAX 105652,Verde [< 180 Días],32.53276574,-117.0312541,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22000,MEXICO
107664,PAX 107664,Verde [< 180 Días],32.49170799,-117.0288802,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22626,MEXICO
116980,PAX 116980,Verde [< 180 Días],32.44778203,-117.0245248,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22666,MEXICO
116981,PAX 116981,Verde [< 180 Días],32.44878203,-117.0235248,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22666,MEXICO
118431,PAX 118431,Verde [< 180 Días],32.54182171,-117.0198554,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22300,MEXICO
109134,PAX 109134,Verde [< 180 Días],32.51707509,-117.0206462,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22044,MEXICO
119275,PAX 119275,Verde [< 180 Días],32.32578271,-117.0175013,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22710,MEXICO
118710,PAX 118710,Verde [< 180 Días],32.52754786,-117.0112061,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22015,MEXICO
117726,PAX 117726,Verde [< 180 Días],32.49151159,-117.0146009,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22263,MEXICO
106675,PAX 106675,Verde [< 180 Días],32.49432089,-117.0104643,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22620,MEXICO
107650,PAX 107650,Verde [< 180 Días],32.53632822,-117.0083784,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22400,MEXICO
107949,PAX 107949,Verde [< 180 Días],32.53732822,-117.0073784,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22400,MEXICO
117453,PAX 117453,Verde [< 180 Días],32.53832822,-117.0063784,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22400,MEXICO
107889,PAX 107889,Verde [< 180 Días],32.48399421,-117.0051019,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22670,MEXICO
108653,PAX 108653,Verde [< 180 Días],32.48234812,-116.9893788,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22640,MEXICO
116748,PAX 116748,Verde [< 180 Días],32.48334812,-116.9883788,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22640,MEXICO
117442,PAX 117442,Verde [< 180 Días],32.48434812,-116.9873788,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22640,MEXICO
120411,PAX 120411,Verde [< 180 Días],32.48534812,-116.9863788,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22640,MEXICO
109030,PAX 109030,Verde [< 180 Días],32.44986923,-116.9910358,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22644,MEXICO
120502,PAX 120502,Verde [< 180 Días],32.46202216,-116.985866,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22643,MEXICO
107782,PAX 107782,Verde [< 180 Días],32.484582,-116.9733935,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22190,MEXICO
107806,PAX 107806,Verde [< 180 Días],32.485582,-116.9723935,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22190,MEXICO
108833,PAX 108833,Verde [< 180 Días],32.486582,-116.9713935,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22190,MEXICO
117645,PAX 117645,Verde [< 180 Días],32.487582,-116.9703935,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22190,MEXICO
117650,PAX 117650,Verde [< 180 Días],32.488582,-116.9693935,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22190,MEXICO
108517,PAX 108517,Verde [< 180 Días],32.48029045,-116.9766016,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22690,MEXICO
107477,PAX 107477,Verde [< 180 Días],32.49225242,-116.9733948,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22194,MEXICO
119106,PAX 119106,Verde [< 180 Días],32.49325242,-116.9723948,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22194,MEXICO
106790,PAX 106790,Verde [< 180 Días],32.42126085,-116.9723993,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22164,MEXICO
107226,PAX 107226,Verde [< 180 Días],32.42226085,-116.9713993,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22164,MEXICO
109367,PAX 109367,Verde [< 180 Días],32.495981,-116.973321,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22136,MEXICO
105718,PAX 105718,Verde [< 180 Días],32.46968949,-116.9680083,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22180,MEXICO
115530,PAX 115530,Verde [< 180 Días],32.42717265,-116.9568926,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22170,MEXICO
116463,PAX 116463,Verde [< 180 Días],32.42817265,-116.9558926,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22170,MEXICO
121913,PAX 121913,Verde [< 180 Días],32.42917265,-116.9548926,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22170,MEXICO
120872,PAX 120872,Verde [< 180 Días],32.47934483,-116.952665,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22650,MEXICO
106134,PAX 106134,Verde [< 180 Días],32.53241243,-116.9440789,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22454,MEXICO
118434,PAX 118434,Verde [< 180 Días],32.53341243,-116.9430789,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22454,MEXICO
121744,PAX 121744,Verde [< 180 Días],32.53441243,-116.9420789,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22454,MEXICO
119255,PAX 119255,Verde [< 180 Días],32.52348019,-116.9413523,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22450,MEXICO
105636,PAX 105636,Verde [< 180 Días],32.40828577,-116.9392413,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22163,MEXICO
118665,PAX 118665,Verde [< 180 Días],32.40928577,-116.9382413,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22163,MEXICO
117243,PAX 117243,Verde [< 180 Días],32.46207041,-116.9372597,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22126,MEXICO
116747,PAX 116747,Verde [< 180 Días],32.48041438,-116.937724,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22120,MEXICO
107651,PAX 107651,Verde [< 180 Días],32.52114211,-116.9333641,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22455,MEXICO
118490,PAX 118490,Verde [< 180 Días],32.45966049,-116.928942,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22680,MEXICO
120429,PAX 120429,Verde [< 180 Días],32.46066049,-116.927942,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22680,MEXICO
115709,PAX 115709,Verde [< 180 Días],32.49294387,-116.9198295,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22216,MEXICO
115728,PAX 115728,Verde [< 180 Días],32.49394387,-116.9188295,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22216,MEXICO
109459,PAX 109459,Verde [< 180 Días],32.50427344,-116.9192116,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22214,MEXICO
115716,PAX 115716,Verde [< 180 Días],32.51738503,-116.9169569,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22200,MEXICO
121752,PAX 121752,Verde [< 180 Días],32.48195055,-116.9187367,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22223,MEXICO
121916,PAX 121916,Verde [< 180 Días],32.47164422,-116.9177801,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22225,MEXICO
120631,PAX 120631,Verde [< 180 Días],32.46848429,-116.9090898,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22224,MEXICO
116669,PAX 116669,Verde [< 180 Días],32.4963186,-116.9013233,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22215,MEXICO
117213,PAX 117213,Verde [< 180 Días],32.4973186,-116.9003233,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22215,MEXICO
109236,PAX 109236,Verde [< 180 Días],32.54464939,-116.8953135,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22470,MEXICO
116229,PAX 116229,Verde [< 180 Días],32.5404597,-116.8856932,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22476,MEXICO
105214,PAX 105214,Verde [< 180 Días],32.45849743,-116.8825492,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22244,MEXICO
116877,PAX 116877,Verde [< 180 Días],32.45949743,-116.8815492,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22244,MEXICO
117631,PAX 117631,Verde [< 180 Días],32.50774264,-116.873863,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22206,MEXICO
118486,PAX 118486,Verde [< 180 Días],32.50874264,-116.872863,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22206,MEXICO
116122,PAX 116122,Verde [< 180 Días],32.48257429,-116.8764014,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22234,MEXICO
117494,PAX 117494,Verde [< 180 Días],32.44927379,-116.8707121,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22252,MEXICO
120498,PAX 120498,Verde [< 180 Días],32.51044474,-116.8580798,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22205,MEXICO
105887,PAX 105887,Verde [< 180 Días],32.53346775,-116.8457485,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22204,MEXICO
105830,PAX 105830,Verde [< 180 Días],32.53446775,-116.8447485,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22204,MEXICO
108685,PAX 108685,Verde [< 180 Días],32.53546775,-116.8437485,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22204,MEXICO
115970,PAX 115970,Verde [< 180 Días],32.53646775,-116.8427485,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22204,MEXICO
116866,PAX 116866,Verde [< 180 Días],32.53746775,-116.8417485,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22204,MEXICO
116953,PAX 116953,Verde [< 180 Días],32.53846775,-116.8407485,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22204,MEXICO
116768,PAX 116768,Verde [< 180 Días],32.47554262,-116.8471744,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22245,MEXICO
118970,PAX 118970,Verde [< 180 Días],32.09072302,-116.8484219,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22765,MEXICO
108978,PAX 108978,Verde [< 180 Días],32.46521414,-116.8274756,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22253,MEXICO
119320,PAX 119320,Verde [< 180 Días],32.46621414,-116.8264756,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22253,MEXICO
118531,PAX 118531,Verde [< 180 Días],32.49002555,-116.8281024,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22246,MEXICO
116583,PAX 116583,Verde [< 180 Días],32.46277627,-116.8199765,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22290,MEXICO
116839,PAX 116839,Verde [< 180 Días],32.46377627,-116.8189765,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22290,MEXICO
118487,PAX 118487,Verde [< 180 Días],32.40406126,-116.8198287,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22449,MEXICO
115673,PAX 115673,Verde [< 180 Días],32.46865951,-116.8011058,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22255,MEXICO
108774,PAX 108774,Verde [< 180 Días],32.50423591,-116.7984191,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22330,MEXICO
106649,PAX 106649,Verde [< 180 Días],32.4764565,-116.7726492,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22254,MEXICO
115703,PAX 115703,Verde [< 180 Días],32.4774565,-116.7716492,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22254,MEXICO
121986,PAX 121986,Verde [< 180 Días],32.4784565,-116.7706492,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22254,MEXICO
119241,PAX 119241,Verde [< 180 Días],32.55663953,-116.645319,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,21452,MEXICO
108062,PAX 108062,Verde [< 180 Días],32.5675112,-116.6452553,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,21440,MEXICO
108710,PAX 108710,Verde [< 180 Días],32.55847668,-116.6318217,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,21480,MEXICO
107808,PAX 107808,Verde [< 180 Días],31.867993,-116.6017982,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22830,MEXICO
116216,PAX 116216,Verde [< 180 Días],31.9061609,-116.5961922,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22819,MEXICO
117209,PAX 117209,Verde [< 180 Días],31.86617015,-116.5964569,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22840,MEXICO
107969,PAX 107969,Verde [< 180 Días],31.83359947,-116.5905733,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22890,MEXICO
121135,PAX 121135,Verde [< 180 Días],31.83459947,-116.5895733,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22890,MEXICO
119816,PAX 119816,Verde [< 180 Días],31.84960783,-116.5875339,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22898,MEXICO
116439,PAX 116439,Verde [< 180 Días],31.79707883,-116.5781733,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22785,MEXICO
117127,PAX 117127,Verde [< 180 Días],31.79807883,-116.5771733,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22785,MEXICO
117128,PAX 117128,Verde [< 180 Días],31.79907883,-116.5761733,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22785,MEXICO
106716,PAX 106716,Verde [< 180 Días],31.71612313,-116.5675202,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22793,MEXICO
109520,PAX 109520,Verde [< 180 Días],31.89563492,-116.5667493,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22812,MEXICO
105257,PAX 105257,Verde [< 180 Días],31.85325908,-116.5646009,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22855,MEXICO
117276,PAX 117276,Verde [< 180 Días],31.85425908,-116.5636009,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22855,MEXICO
116859,PAX 116859,Verde [< 180 Días],31.71271962,-116.5577526,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22790,MEXICO
117523,PAX 117523,Verde [< 180 Días],31.71371962,-116.5567526,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22790,MEXICO
108608,PAX 108608,Verde [< 180 Días],31.87469705,-116.5475485,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22810,MEXICO
116616,PAX 116616,Verde [< 180 Días],31.87569705,-116.5465485,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22810,MEXICO
116918,PAX 116918,Verde [< 180 Días],31.87669705,-116.5455485,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22810,MEXICO
120715,PAX 120715,Verde [< 180 Días],31.87769705,-116.5445485,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22810,MEXICO
121033,PAX 121033,Verde [< 180 Días],31.87869705,-116.5435485,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,22810,MEXICO
109043,PAX 109043,Verde [< 180 Días],31.88125725,-116.5397448,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22842,MEXICO
109531,PAX 109531,Verde [< 180 Días],30.85253805,-116.0652693,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22910,MEXICO
109535,PAX 109535,Verde [< 180 Días],30.85353805,-116.0642693,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22910,MEXICO
109467,PAX 109467,Verde [< 180 Días],30.73380156,-115.994753,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22920,MEXICO
115467,PAX 115467,Verde [< 180 Días],30.73480156,-115.993753,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22920,MEXICO
108951,PAX 108951,Verde [< 180 Días],30.65976099,-115.9727224,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22925,MEXICO
109558,PAX 109558,Verde [< 180 Días],30.56131176,-115.9431011,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,22940,MEXICO
116706,PAX 116706,Verde [< 180 Días],32.63487523,-115.5759273,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,21139,MEXICO
109339,PAX 109339,Verde [< 180 Días],32.65374263,-115.529631,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,21137,MEXICO
118902,PAX 118902,Verde [< 180 Días],32.65474263,-115.528631,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,21137,MEXICO
108913,PAX 108913,Verde [< 180 Días],32.53933374,-115.5220073,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,21611,MEXICO
116561,PAX 116561,Verde [< 180 Días],32.65383588,-115.509136,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,21130,MEXICO
116679,PAX 116679,Verde [< 180 Días],32.63605918,-115.5066147,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,21170,MEXICO
115534,PAX 115534,Verde [< 180 Días],32.59677908,-115.4772759,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,21354,MEXICO
117249,PAX 117249,Verde [< 180 Días],32.59064428,-115.4704721,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,21355,MEXICO
116599,PAX 116599,Verde [< 180 Días],32.60578552,-115.4708508,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,21353,MEXICO
116987,PAX 116987,Verde [< 180 Días],32.60678552,-115.4698508,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,21353,MEXICO
116010,PAX 116010,Verde [< 180 Días],32.6060677,-115.4694592,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,21356,MEXICO
120387,PAX 120387,Verde [< 180 Días],32.62013308,-115.4509248,FEB [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,21389,MEXICO
105513,PAX 105513,Verde [< 180 Días],32.66277216,-115.4424105,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,21200,MEXICO
109542,PAX 109542,Verde [< 180 Días],32.62830234,-115.4280451,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,21297,MEXICO
115575,PAX 115575,Verde [< 180 Días],32.66430839,-115.4202178,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,21210,MEXICO
115695,PAX 115695,Verde [< 180 Días],32.62387399,-115.4032965,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,21376,MEXICO
109243,PAX 109243,Verde [< 180 Días],32.50251617,-115.3976079,NOV [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,21703,MEXICO
106847,PAX 106847,Verde [< 180 Días],32.60455735,-115.3886304,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,21399,MEXICO
107221,PAX 107221,Verde [< 180 Días],32.60148233,-115.3521261,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,21395,MEXICO
115740,PAX 115740,Verde [< 180 Días],32.60248233,-115.3511261,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,21395,MEXICO
121546,PAX 121546,Verde [< 180 Días],32.60348233,-115.3501261,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,21395,MEXICO
121209,PAX 121209,Verde [< 180 Días],32.54167142,-115.265761,MAR [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,21610,MEXICO
117432,PAX 117432,Verde [< 180 Días],32.451825,-114.9895675,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,21832,MEXICO
118509,PAX 118509,Verde [< 180 Días],32.60397965,-114.9318665,ENE [2020],1Q 2020,Inactivo,Registrado en 1Q 2020,21920,MEXICO
106466,PAX 106466,Verde [< 180 Días],32.4437,-114.8253,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,83403,MEXICO
106426,PAX 106426,Verde [< 180 Días],32.42798771,-114.7766914,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,83488,MEXICO
115955,PAX 115955,Verde [< 180 Días],32.42106462,-114.7613361,DIC [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,83497,MEXICO
105771,PAX 105771,Verde [< 180 Días],32.71264757,-114.7370545,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,21970,MEXICO
106130,PAX 106130,Verde [< 180 Días],32.44741866,-114.7346353,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,83458,MEXICO
106244,PAX 106244,Verde [< 180 Días],32.45557376,-114.7313353,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,83459,MEXICO
107447,PAX 107447,Verde [< 180 Días],32.44250459,-114.7220282,OCT [2019],4Q 2019,Inactivo,Registrado en 4Q 2019,83457,MEXICO
