id,concat,color,latitude,longitude,upfa,trimestre,estatus,pagores
84541,PAX 84541,1. Naranja [dos trimestres],24.32579539,-107.3578259,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
104524,PAX 104524,1. Naranja [dos trimestres],28.4571962,-106.9320368,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
104441,PAX 104441,1. Naranja [dos trimestres],28.42526668,-106.8676567,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
72323,PAX 72323,1. Naranja [dos trimestres],28.42920473,-106.8434135,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
90949,PAX 90949,1. Naranja [dos trimestres],31.77359001,-106.5584135,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
91034,PAX 91034,1. Naranja [dos trimestres],31.77663514,-106.5247856,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
90230,PAX 90230,1. Naranja [dos trimestres],31.73810594,-106.4934701,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
106839,PAX 106839,1. Naranja [dos trimestres],23.24935836,-106.4349982,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
98451,PAX 98451,1. Naranja [dos trimestres],31.66906692,-106.4342087,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
73739,PAX 73739,1. Naranja [dos trimestres],23.9286968,-106.4307587,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
59835,PAX 59835,1. Naranja [dos trimestres],23.26980884,-106.4260227,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
102787,PAX 102787,1. Naranja [dos trimestres],23.27492318,-106.4124164,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
94116,PAX 94116,1. Naranja [dos trimestres],23.26544293,-106.4103742,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
98663,PAX 98663,1. Naranja [dos trimestres],23.26644293,-106.4093742,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
2127,PAX 2127,1. Naranja [dos trimestres],31.63121856,-106.4096318,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
75811,PAX 75811,1. Naranja [dos trimestres],23.25950465,-106.3861766,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
84309,PAX 84309,1. Naranja [dos trimestres],23.26050465,-106.3851766,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
101649,PAX 101649,1. Naranja [dos trimestres],23.26150465,-106.3841766,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
105156,PAX 105156,1. Naranja [dos trimestres],23.26250465,-106.3831766,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
68081,PAX 68081,1. Naranja [dos trimestres],23.229322,-106.372948,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
106299,PAX 106299,1. Naranja [dos trimestres],31.5928037,-106.3673689,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
105743,PAX 105743,1. Naranja [dos trimestres],31.5938037,-106.3663689,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
109005,PAX 109005,1. Naranja [dos trimestres],28.70194052,-106.1405295,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
96518,PAX 96518,1. Naranja [dos trimestres],28.70294052,-106.1395295,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
66993,PAX 66993,1. Naranja [dos trimestres],28.62933581,-106.1318573,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
97882,PAX 97882,1. Naranja [dos trimestres],28.65350861,-106.1294163,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
79611,PAX 79611,1. Naranja [dos trimestres],28.69750517,-106.1288022,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
101903,PAX 101903,1. Naranja [dos trimestres],28.68445324,-106.1218771,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
91452,PAX 91452,1. Naranja [dos trimestres],28.67502341,-106.1090881,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
100362,PAX 100362,1. Naranja [dos trimestres],28.68166784,-106.1088251,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
65802,PAX 65802,1. Naranja [dos trimestres],28.60776024,-106.0329788,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
103621,PAX 103621,1. Naranja [dos trimestres],28.63902175,-106.0264105,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
68510,PAX 68510,1. Naranja [dos trimestres],28.60701734,-106.0201739,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
73572,PAX 73572,1. Naranja [dos trimestres],22.8334231,-105.7774591,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
108470,PAX 108470,1. Naranja [dos trimestres],26.9358806,-105.7153743,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
73480,PAX 73480,1. Naranja [dos trimestres],27.12904341,-105.6970367,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
39373,PAX 39373,1. Naranja [dos trimestres],26.91998693,-105.6819413,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
66799,PAX 66799,1. Naranja [dos trimestres],26.92098693,-105.6809413,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
66724,PAX 66724,1. Naranja [dos trimestres],26.92434992,-105.6595879,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
108835,PAX 108835,1. Naranja [dos trimestres],26.93960585,-105.6458163,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
69337,PAX 69337,1. Naranja [dos trimestres],28.28325586,-105.4632233,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
86884,PAX 86884,1. Naranja [dos trimestres],25.04880733,-105.4383745,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
