id,nombre,concat,edo,mun,latitude,longitude,tipo
2855,Carlos A. Carrillo,2855 - Carlos A. Carrillo,Veracruz de Ignacio de la Llave,Carlos A. Carrillo,18.374177,-95.742885,NETO
2856,Alvarado,2856 - Alvarado,Veracruz de Ignacio de la Llave,Alvarado,18.76724,-95.761178,NETO
2857,Ebano,2857 - Ebano,Veracruz de Ignacio de la Llave,Xalapa,19.562231,-96.941279,NETO
2858,Tantoyuca,2858 - Tantoyuca,Veracruz de Ignacio de la Llave,Tantoyuca,21.352747,-98.22342,NETO
2860,16 de Septiembre,2860 - 16 de Septiembre,Veracruz de Ignacio de la Llave,Tantoyuca,21.355375,-98.226656,NETO
2861,Río Blanco,2861 - Río Blanco,Veracruz de Ignacio de la Llave,Río Blanco,18.83941,-97.119033,NETO
2862,BA EKT SAN FELIPE DE JESUS,2862 - BA EKT SAN FELIPE DE JESUS,Ciudad de México,Gustavo A. Madero,19.492728,-99.076403,Banco Azteca
2863,Soledad De Doblado,2863 - Soledad De Doblado,Veracruz de Ignacio de la Llave,Soledad de Doblado,19.04437,-96.423869,NETO
2864,Tlapacoyan,2864 - Tlapacoyan,Veracruz de Ignacio de la Llave,Tlapacoyan,19.962293,-97.214172,NETO
2865,DAZ LOURDES,2865 - DAZ LOURDES,Coahuila de Zaragoza,Saltillo,25.393453,-101.002916,Banco Azteca
2865,Alamo,2865 - Alamo,Veracruz de Ignacio de la Llave,Álamo Temapache,20.916589,-97.676653,NETO
2866,Pabellon De Arteaga,2866 - Pabellon De Arteaga,Aguascalientes,Pabellón de Arteaga,22.146035,-102.27557,NETO
2867,Misantla,2867 - Misantla,Veracruz de Ignacio de la Llave,Misantla,19.931547,-96.85353,NETO
2868,Naranjos,2868 - Naranjos,Veracruz de Ignacio de la Llave,Naranjos Amatlán,21.349366,-97.68708,NETO
2869,Revolucion Social,2869 - Revolucion Social,Veracruz de Ignacio de la Llave,Lerdo de Tejada,18.631067,-95.5204,NETO
2871,Reforma Politica,2871 - Reforma Politica,Ciudad de México,Iztapalapa,19.336617,-99.03261,NETO
2872,Ferrocarril,2872 - Ferrocarril,Ciudad de México,Venustiano Carranza,19.433691,-99.12122,NETO
2873,Ernani,2873 - Ernani,Ciudad de México,Tláhuac,19.292694,-99.04701,NETO
2875,BA MEGA PLAZA IZCALLI,2875 - BA MEGA PLAZA IZCALLI,México,Cuautitlán Izcalli,19.648877,-99.207549,Banco Azteca
2876,Felipe Villanueva,2876 - Felipe Villanueva,México,Tecámac,19.711218,-98.96887,NETO
2877,Cedral,2877 - Cedral,Ciudad de México,Tlalpan,19.266264,-99.16114,NETO
2881,DAZ FRESNOS,2881 - DAZ FRESNOS,Nuevo León,Apodaca,25.772103,-100.258563,Banco Azteca
2884,DAZ SANTA CATARINA,2884 - DAZ SANTA CATARINA,Nuevo León,Santa Catarina,25.672382,-100.419966,Banco Azteca
2891,BA MEGA SALTILLO 2,2891 - BA MEGA SALTILLO 2,Coahuila de Zaragoza,Saltillo,25.425193,-101.004231,Banco Azteca
2901,BA EKT ZITACUARO LOPEZ,2901 - BA EKT ZITACUARO LOPEZ,Michoacán de Ocampo,Zitácuaro,19.437677,-100.360269,Banco Azteca
2914,BA EKT LA BARCA,2914 - BA EKT LA BARCA,Jalisco,La Barca,20.284762,-102.547684,Banco Azteca
2915,Villanueva,2915 - Villanueva,Zacatecas,Villanueva,22.354105,-102.883233,NETO
2916,Ojuelos,2916 - Ojuelos,Jalisco,Ojuelos de Jalisco,21.864967,-101.59381,NETO
2918,Xochimehuacan,2918 - Xochimehuacan,Puebla,Puebla,19.099035,-98.19713,NETO
2920,Teziutlan,2920 - Teziutlan,Puebla,Teziutlán,19.816538,-97.360016,NETO
2925,Zaragoza,2925 - Zaragoza,Puebla,Zaragoza,19.77149,-97.55469,NETO
2927,BA MEGA MATEHUALA,2927 - BA MEGA MATEHUALA,San Luis Potosí,Matehuala,23.644993,-100.642508,Banco Azteca
2929,5 de Mayo,2929 - 5 de Mayo,Puebla,San Martín Texmelucan,19.281662,-98.434616,NETO
2930,BA MEGA DURANGO,2930 - BA MEGA DURANGO,Durango,Durango,24.024264,-104.665254,Banco Azteca
2931,San Felipe Hueyotlipan,2931 - San Felipe Hueyotlipan,Puebla,Puebla,19.086048,-98.210768,NETO
2933,San Lorenzo,2933 - San Lorenzo,México,Toluca,19.312284,-99.623245,NETO
2934,San Luis De La Loma,2934 - San Luis De La Loma,Guerrero,Técpan de Galeana,17.270491,-100.891782,NETO
2935,Cortazar,2935 - Cortazar,Guanajuato,Cortazar,20.48576,-100.962762,NETO
2936,Villagran,2936 - Villagran,Guanajuato,Villagrán,20.510367,-100.995572,NETO
2937,Juventino Rosas,2937 - Juventino Rosas,Guanajuato,Santa Cruz de Juventino Rosas,20.643542,-100.993095,NETO
2938,BA EKT TUXPAN BS,2938 - BA EKT TUXPAN BS,Veracruz de Ignacio de la Llave,Tuxpan,20.950138,-97.420731,Banco Azteca
2938,Chilpancingo,2938 - Chilpancingo,Guerrero,Chilpancingo de los Bravo,17.562849,-99.506427,NETO
2939,Quechultenango,2939 - Quechultenango,Guerrero,Quechultenango,17.415037,-99.240844,NETO
2940,Santa Ana Chiautempan,2940 - Santa Ana Chiautempan,Tlaxcala,Chiautempan,19.311935,-98.19433,NETO
2941,Romita,2941 - Romita,Guanajuato,Romita,20.871882,-101.517197,NETO
2942,Cuitzeo,2942 - Cuitzeo,Michoacán de Ocampo,Cuitzeo,19.968473,-101.13981,NETO
2943,Aviación,2943 - Aviación,San Luis Potosí,San Luis Potosí,22.174668,-100.993506,NETO
2944,Apizaco,2944 - Apizaco,Tlaxcala,Apizaco,19.413277,-98.14128,NETO
2945,Cerro Azul,2945 - Cerro Azul,Veracruz de Ignacio de la Llave,Cerro Azul,21.190958,-97.742751,NETO
2948,Av. Principal,2948 - Av. Principal,México,Naucalpan de Juárez,19.462364,-99.26306,NETO
2949,Hogares,2949 - Hogares,México,Atizapán de Zaragoza,19.586502,-99.26491,NETO
2956,BA EKT TEPEJI DEL RIO,2956 - BA EKT TEPEJI DEL RIO,Hidalgo,Tepeji del Río de Ocampo,19.90598,-99.340632,Banco Azteca
2959,DAZ TLAXCALA,2959 - DAZ TLAXCALA,Tlaxcala,Tlaxcala,19.317697,-98.221585,Banco Azteca
2969,BA EKT COMITAN,2969 - BA EKT COMITAN,Chiapas,Comitán de Domínguez,16.251208,-92.13623,Banco Azteca
2971,25 De Julio,2971 - 25 De Julio,Ciudad de México,Gustavo A. Madero,19.494931,-99.080066,NETO
2972,BA MEGA VERACRUZ GLEZ PAGES,2972 - BA MEGA VERACRUZ GLEZ PAGES,Veracruz de Ignacio de la Llave,Veracruz,19.192948,-96.136524,Banco Azteca
2973,Lomas De La Hera,2973 - Lomas De La Hera,Ciudad de México,Álvaro Obregón,19.324479,-99.260644,NETO
2974,Austriacos,2974 - Austriacos,Ciudad de México,Álvaro Obregón,19.390273,-99.212006,NETO
2975,San Pablo Xalpa,2975 - San Pablo Xalpa,Ciudad de México,Azcapotzalco,19.497627,-99.184395,NETO
2976,Tlaltenco,2976 - Tlaltenco,Ciudad de México,Tláhuac,19.295357,-99.01493,NETO
2977,Av. Hidalgo,2977 - Av. Hidalgo,Ciudad de México,Azcapotzalco,19.494441,-99.179132,NETO
2978,San Bernabe,2978 - San Bernabe,Ciudad de México,La Magdalena Contreras,19.316671,-99.25663,NETO
2979,Gallo De Oro,2979 - Gallo De Oro,Ciudad de México,Tláhuac,19.297899,-99.052974,NETO
2980,Sur 115,2980 - Sur 115,Ciudad de México,Iztacalco,19.391953,-99.10826,NETO
2981,Pantitlan,2981 - Pantitlan,Ciudad de México,Iztacalco,19.41282,-99.06265,NETO
2984,Industrial,2984 - Industrial,Ciudad de México,Gustavo A. Madero,19.477263,-99.124933,NETO
2986,Sabino,2986 - Sabino,Ciudad de México,Cuauhtémoc,19.450548,-99.159744,NETO
2987,San Juan,2987 - San Juan,Ciudad de México,Iztapalapa,19.398966,-99.05705,NETO
2988,Vicente Guerrero,2988 - Vicente Guerrero,Ciudad de México,Gustavo A. Madero,19.488261,-99.107006,NETO
2990,Azucena,2990 - Azucena,México,Atizapán de Zaragoza,19.605806,-99.261177,NETO
2991,Claveles,2991 - Claveles,México,Ecatepec de Morelos,19.630766,-99.07052,NETO
2992,Harimosas,2992 - Harimosas,México,Coacalco de Berriozábal,19.653769,-99.0951,NETO
2993,Geo La Trinidad,2993 - Geo La Trinidad,México,Zumpango,19.83222,-99.08157,NETO
2996,Apaxco,2996 - Apaxco,Ciudad de México,Álvaro Obregón,19.38931,-99.211802,NETO
2997,Josefa Ortiz,2997 - Josefa Ortiz,México,Tultitlán,19.664927,-99.089169,NETO
2998,México Lindo,2998 - México Lindo,México,Nezahualcóyotl,19.39667,-99.00652,NETO
2999,Ixtacala,2999 - Ixtacala,México,Tlalnepantla de Baz,19.521505,-99.17612,NETO
3000,La Paz,3000 - La Paz,México,La Paz,19.361245,-98.976797,NETO
3001,Prados Sur 2,3001 - Prados Sur 2,México,Tultitlán,19.680183,-99.08454,NETO
3003,Cuautitlán,3003 - Cuautitlán,México,Cuautitlán Izcalli,19.678373,-99.179504,NETO
3005,Izcalli,3005 - Izcalli,México,Cuautitlán Izcalli,19.63402,-99.228516,NETO
3006,Eucaliptos,3006 - Eucaliptos,México,Tultitlán,19.585911,-99.185044,NETO
3007,BA EKT SALAMANCA,3007 - BA EKT SALAMANCA,Guanajuato,Salamanca,20.570022,-101.197537,Banco Azteca
3008,Buenavista,3008 - Buenavista,México,Tultitlán,19.590298,-99.168076,NETO
3009,La Blanca,3009 - La Blanca,México,Tlalnepantla de Baz,19.571173,-99.18782,NETO
3010,BA MEGA AGS CIRCUNVALACION PTE,3010 - BA MEGA AGS CIRCUNVALACION PTE,Aguascalientes,Aguascalientes,21.895018,-102.311526,Banco Azteca
3023,BA MEGA OAXACA MINA,3023 - BA MEGA OAXACA MINA,Oaxaca,Oaxaca de Juárez,17.057791,-96.728823,Banco Azteca
3036,BA EKT EL MOLINITO 2 CIRCUITO M,3036 - BA EKT EL MOLINITO 2 CIRCUITO M,México,Naucalpan de Juárez,19.459788,-99.238408,Banco Azteca
3049,BA MEGA VILLAFLORES,3049 - BA MEGA VILLAFLORES,Chiapas,Villaflores,16.23379,-93.268361,Banco Azteca
3052,BA EKT COLIMA,3052 - BA EKT COLIMA,Colima,Colima,19.239291,-103.721903,Banco Azteca
3065,BA MEGA CUERNAVACA INSURGENTES,3065 - BA MEGA CUERNAVACA INSURGENTES,Morelos,Jiutepec,18.897165,-99.169281,Banco Azteca
3081,BA EKT CD OBREGON 2 ZARAGOZA,3081 - BA EKT CD OBREGON 2 ZARAGOZA,Sonora,Cajeme,27.489038,-109.934081,Banco Azteca
3094,BA EKT CD OBREGON 1 5 DE FEB,3094 - BA EKT CD OBREGON 1 5 DE FEB,Sonora,Cajeme,27.492332,-109.932967,Banco Azteca
3104,BA EKT ZACATECAS 1 HIDALGO,3104 - BA EKT ZACATECAS 1 HIDALGO,Zacatecas,Zacatecas,22.77218,-102.574252,Banco Azteca
3113,Tlatlauquitepec,3113 - Tlatlauquitepec,Puebla,Tlatlauquitepec,19.852783,-97.495392,NETO
3114,Xicotepec,3114 - Xicotepec,Puebla,Xicotepec,20.281576,-97.96451,NETO
3117,BA EKT TIJUANA 4 NIÑOS HEROES,3117 - BA EKT TIJUANA 4 NIÑOS HEROES,Baja California,Tijuana,32.535135,-117.042597,Banco Azteca
3119,Tetela De Ocampo,3119 - Tetela De Ocampo,Puebla,Tetela de Ocampo,19.818466,-97.807486,NETO
3120,BA EKT TIJUANA 5 B DIAZ ORDAZ,3120 - BA EKT TIJUANA 5 B DIAZ ORDAZ,Baja California,Tijuana,32.499527,-116.967299,Banco Azteca
3133,DAZ EL QUINCE,3133 - DAZ EL QUINCE,Jalisco,El Salto,20.541694,-103.289443,Banco Azteca
3135,DAZ SANTA ROSALIA,3135 - DAZ SANTA ROSALIA,Baja California Sur,Mulegé,27.334923,-112.270437,Banco Azteca
3137,DAZ JAMAY OP3,3137 - DAZ JAMAY OP3,Jalisco,Jamay,20.290461,-102.710579,Banco Azteca
3147,DAZ MASCOTA JALISCO,3147 - DAZ MASCOTA JALISCO,Jalisco,Mascota,20.522985,-104.788967,Banco Azteca
3161,DAZ TEPEXI PUEBLA,3161 - DAZ TEPEXI PUEBLA,Puebla,Tepexi de Rodríguez,18.578445,-97.926798,Banco Azteca
3162,BA EKT AYOTLA,3162 - BA EKT AYOTLA,México,Ixtapaluca,19.310677,-98.922052,Banco Azteca
3169,DAZ TEPEXPAN,3169 - DAZ TEPEXPAN,México,Acolman,19.614044,-98.936647,Banco Azteca
3175,BA MEGA TOLUCA MERCADO JUAREZ,3175 - BA MEGA TOLUCA MERCADO JUAREZ,México,Toluca,19.280603,-99.641834,Banco Azteca
3176,DAZ CENOTILLO YUCATAN,3176 - DAZ CENOTILLO YUCATAN,Yucatán,Cenotillo,20.965741,-88.603991,Banco Azteca
3178,DAZ REYNOSA 2 JARACHINAS SUR,3178 - DAZ REYNOSA 2 JARACHINAS SUR,Tamaulipas,Reynosa,26.037932,-98.361676,Banco Azteca
3179,DAZ GUADALUPANA QUINTANA ROO,3179 - DAZ GUADALUPANA QUINTANA ROO,Quintana Roo,Solidaridad,20.681499,-87.046998,Banco Azteca
3181,DAZ LA PEÑITA,3181 - DAZ LA PEÑITA,Nayarit,Compostela,21.038595,-105.247918,Banco Azteca
3185,DAZ AMANALCO DE BECERRA,3185 - DAZ AMANALCO DE BECERRA,México,Amanalco,19.252569,-100.01979,Banco Azteca
3191,BA MEGA SANTO DOMINGO DF,3191 - BA MEGA SANTO DOMINGO DF,Ciudad de México,Coyoacán,19.332552,-99.171359,Banco Azteca
3201,BA EKT CD GUZMAN,3201 - BA EKT CD GUZMAN,Jalisco,Zapotlán el Grande,19.701811,-103.464439,Banco Azteca
3212,DAZ TORREON SAN ISIDRO,3212 - DAZ TORREON SAN ISIDRO,Coahuila de Zaragoza,Torreón,25.571212,-103.426467,Banco Azteca
3220,DAZ AHUACATLAN NAYARIT,3220 - DAZ AHUACATLAN NAYARIT,Nayarit,Ahuacatlán,21.054767,-104.482828,Banco Azteca
3230,BA EKT CANCUN 1 TULUM,3230 - BA EKT CANCUN 1 TULUM,Quintana Roo,Benito Juárez,21.171796,-86.82618,Banco Azteca
3252,DAZ CENTRO CIVICO MEXICALI,3252 - DAZ CENTRO CIVICO MEXICALI,Baja California,Mexicali,32.638371,-115.470946,Banco Azteca
3256,BA EKT G SAN ONOFRE,3256 - BA EKT G SAN ONOFRE,Jalisco,Guadalajara,20.69453,-103.298668,Banco Azteca
3269,BA EKT HUAJUAPAN DE LEON,3269 - BA EKT HUAJUAPAN DE LEON,Oaxaca,Heroica Ciudad de Huajuapan de León,17.809525,-97.775443,Banco Azteca
3275,DAZ BONFIL,3275 - DAZ BONFIL,Quintana Roo,Benito Juárez,21.087914,-86.843198,Banco Azteca
3278,DAZ TZUCACAB YUCATAN,3278 - DAZ TZUCACAB YUCATAN,Yucatán,Tzucacab,20.074561,-89.049788,Banco Azteca
3282,DAZ TANCANHUITZ,3282 - DAZ TANCANHUITZ,San Luis Potosí,Tancanhuitz,21.593697,-98.96491,Banco Azteca
3285,BA EKT HUAUCHINANGO,3285 - BA EKT HUAUCHINANGO,Puebla,Huauchinango,20.173606,-98.054991,Banco Azteca
3288,DAZ REYNOSA 3 ALMAGUER,3288 - DAZ REYNOSA 3 ALMAGUER,Tamaulipas,Reynosa,26.026652,-98.238355,Banco Azteca
3298,BA EKT AUTLAN,3298 - BA EKT AUTLAN,Jalisco,Autlán de Navarro,19.771825,-104.365871,Banco Azteca
3308,BA EKT NAUCALPAN 1 ESTACAS,3308 - BA EKT NAUCALPAN 1 ESTACAS,México,Naucalpan de Juárez,19.470117,-99.237137,Banco Azteca
3310,DAZ SAN ANDRES CUEXCOTITLAN,3310 - DAZ SAN ANDRES CUEXCOTITLAN,México,Toluca,19.367727,-99.627186,Banco Azteca
3314,DAZ VILLA LAZARO CARDENAS,3314 - DAZ VILLA LAZARO CARDENAS,Puebla,Venustiano Carranza,20.464703,-97.700109,Banco Azteca
3319,DAZ COLORINES VALLE DE BRAVO,3319 - DAZ COLORINES VALLE DE BRAVO,México,Valle de Bravo,19.176946,-100.215202,Banco Azteca
3326,DAZ CANATLAN DURANGO,3326 - DAZ CANATLAN DURANGO,Durango,Canatlán,24.527805,-104.778551,Banco Azteca
3337,DAZ SAN IGNACIO SINALOA,3337 - DAZ SAN IGNACIO SINALOA,Sinaloa,San Ignacio,23.93761,-106.429255,Banco Azteca
3340,BA EKT URUAPAN,3340 - BA EKT URUAPAN,Michoacán de Ocampo,Uruapan,19.421426,-102.065794,Banco Azteca
3341,DAZ TLAZALA EDO MEX,3341 - DAZ TLAZALA EDO MEX,México,Isidro Fabela,19.55535,-99.417788,Banco Azteca
3342,DAZ NUEVO PROGRESO,3342 - DAZ NUEVO PROGRESO,Campeche,Campeche,19.840904,-90.535465,Banco Azteca
3343,DAZ NANACAMILPA,3343 - DAZ NANACAMILPA,Tlaxcala,Nanacamilpa de Mariano Arista,19.492564,-98.536293,Banco Azteca
3347,DAZ VALLE NACIONAL OAX,3347 - DAZ VALLE NACIONAL OAX,Oaxaca,San Juan Bautista Valle Nacional,17.774291,-96.308458,Banco Azteca
3362,DAZ ZACATEPEC OAXACA,3362 - DAZ ZACATEPEC OAXACA,Oaxaca,Santa María Zacatepec,16.763572,-97.990105,Banco Azteca
3370,DAZ TLALPUJAHUAC MICHOACAN,3370 - DAZ TLALPUJAHUAC MICHOACAN,Michoacán de Ocampo,Tlalpujahua,19.805973,-100.169471,Banco Azteca
3371,Coatepec Centro,3371 - Coatepec Centro,Veracruz de Ignacio de la Llave,Coatepec,19.453932,-96.96161,NETO
3382,BA EKT MIXCOAC 2 MIGUEL ANGEL,3382 - BA EKT MIXCOAC 2 MIGUEL ANGEL,Ciudad de México,Benito Juárez,19.372833,-99.18964,Banco Azteca
3395,BA EKT MOROLEON,3395 - BA EKT MOROLEON,Guanajuato,Moroleón,20.134403,-101.188252,Banco Azteca
3405,BA EKT GUANAJUATO,3405 - BA EKT GUANAJUATO,Guanajuato,Guanajuato,21.017238,-101.256686,Banco Azteca
3418,BA EKT LA VILLA 2 GARRIDO,3418 - BA EKT LA VILLA 2 GARRIDO,Ciudad de México,Gustavo A. Madero,19.482674,-99.117272,Banco Azteca
3421,BA MEGA SAN MARTIN TEX,3421 - BA MEGA SAN MARTIN TEX,Puebla,San Martín Texmelucan,19.283184,-98.435161,Banco Azteca
3422,DAZ TEXISTEPEC VERACRUZ,3422 - DAZ TEXISTEPEC VERACRUZ,Veracruz de Ignacio de la Llave,Texistepec,17.895494,-94.817126,Banco Azteca
3428,DAZ TIJUANA LIBERTAD,3428 - DAZ TIJUANA LIBERTAD,Baja California,Tijuana,32.540303,-117.020457,Banco Azteca
3434,BA EKT IZTAPALAPA 2 COLON,3434 - BA EKT IZTAPALAPA 2 COLON,Ciudad de México,Iztapalapa,19.354143,-99.075194,Banco Azteca
3436,DAZ OAXTEPEC CENTRO,3436 - DAZ OAXTEPEC CENTRO,Morelos,Yautepec,18.907372,-98.970377,Banco Azteca
3442,Apatlaco,3442 - Apatlaco,Ciudad de México,Iztapalapa,19.382086,-99.11739,NETO
3443,DAZ AMATITAN JALISCO,3443 - DAZ AMATITAN JALISCO,Jalisco,Amatitán,20.832479,-103.729001,Banco Azteca
3445,Contreras,3445 - Contreras,Ciudad de México,La Magdalena Contreras,19.307743,-99.23315,NETO
3446,BA EKT TAMUIN SLP,3446 - BA EKT TAMUIN SLP,San Luis Potosí,Tamuín,22.003263,-98.775545,Banco Azteca
3447,BA EKT PENJAMO,3447 - BA EKT PENJAMO,Guanajuato,Pénjamo,20.431798,-101.723982,Banco Azteca
3450,BA EKT TIJUANA 1 LUNA PARK,3450 - BA EKT TIJUANA 1 LUNA PARK,Baja California,Tijuana,32.484816,-116.941179,Banco Azteca
3455,Cosamaloapan,3455 - Cosamaloapan,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,18.364302,-95.79697,NETO
3456,Tamazunchale,3456 - Tamazunchale,San Luis Potosí,Tamazunchale,21.258278,-98.786861,NETO
3457,República,3457 - República,Ciudad de México,Gustavo A. Madero,19.480521,-99.065911,NETO
3462,Cuajimalpa,3462 - Cuajimalpa,Ciudad de México,Cuajimalpa de Morelos,19.356297,-99.30021,NETO
3463,BA EKT TIZAYUCA,3463 - BA EKT TIZAYUCA,Hidalgo,Tizayuca,19.842688,-98.977752,Banco Azteca
3465,Mani,3465 - Mani,Ciudad de México,Tlalpan,19.292057,-99.23812,NETO
3466,BA MEGA CONSTITUCION TIJUANA,3466 - BA MEGA CONSTITUCION TIJUANA,Baja California,Tijuana,32.533149,-117.03838,Banco Azteca
3476,BA EKT AMECAMECA,3476 - BA EKT AMECAMECA,México,Amecameca,19.126431,-98.769297,Banco Azteca
3480,Rio Verde,3480 - Rio Verde,San Luis Potosí,Rioverde,21.931752,-99.994085,NETO
3489,BA MEGA AGRICOLA ORIENTAL,3489 - BA MEGA AGRICOLA ORIENTAL,Ciudad de México,Iztacalco,19.394445,-99.071398,Banco Azteca
3501,Chimalhuacán,3501 - Chimalhuacán,México,Nezahualcóyotl,19.405968,-99.01493,NETO
3502,BA EKT IGUALA,3502 - BA EKT IGUALA,Guerrero,Iguala de la Independencia,18.343801,-99.540147,Banco Azteca
3503,Mariquita Linda,3503 - Mariquita Linda,México,Nezahualcóyotl,19.409117,-99.00172,NETO
3505,Las Torres,3505 - Las Torres,México,Chimalhuacán,19.419706,-98.983574,NETO
3507,Tejalpa,3507 - Tejalpa,Morelos,Jiutepec,18.89921,-99.163409,NETO
3508,La Perla,3508 - La Perla,México,Nezahualcóyotl,19.387499,-98.99692,NETO
3509,Calle 9,3509 - Calle 9,México,La Paz,19.371522,-98.973295,NETO
3510,Tizapa,3510 - Tizapa,México,Chalco,19.265913,-98.89164,NETO
3512,Jojutla,3512 - Jojutla,Morelos,Jojutla,18.615542,-99.181073,NETO
3513,Tekal,3513 - Tekal,Ciudad de México,Tlalpan,19.283224,-99.22737,NETO
3514,Zacatón,3514 - Zacatón,Ciudad de México,Tlalpan,19.269974,-99.24081,NETO
3515,BA EKT NETZAHUALCOYOTL 2 PATOS,3515 - BA EKT NETZAHUALCOYOTL 2 PATOS,México,Nezahualcóyotl,19.407098,-98.99714,Banco Azteca
3516,Culhuacan,3516 - Culhuacan,Ciudad de México,Iztapalapa,19.338467,-99.105967,NETO
3517,Geo Ixtapaluca,3517 - Geo Ixtapaluca,México,Ixtapaluca,19.300383,-98.89661,NETO
3518,Av. México,3518 - Av. México,Ciudad de México,Xochimilco,19.264358,-99.118202,NETO
3519,18 de Marzo,3519 - 18 de Marzo,Morelos,Jojutla,18.614586,-99.173884,NETO
3521,Patos,3521 - Patos,México,Chimalhuacán,19.436333,-98.94698,NETO
3524,Acahualtepec Sauce,3524 - Acahualtepec Sauce,Ciudad de México,Iztapalapa,19.345,-99.0083,NETO
3525,Miacatlan,3525 - Miacatlan,Morelos,Miacatlán,18.769444,-99.359594,NETO
3527,La Cima,3527 - La Cima,Guerrero,Acapulco de Juárez,16.878216,-99.856104,NETO
3528,BA EKT CHICONCUAC TERMINAL,3528 - BA EKT CHICONCUAC TERMINAL,México,Chiconcuac,19.554875,-98.893932,Banco Azteca
3529,Pie de la Cuesta 2,3529 - Pie de la Cuesta 2,Guerrero,Acapulco de Juárez,16.89807,-99.962166,NETO
3530,El treinta Independencia,3530 - El treinta Independencia,Guerrero,Acapulco de Juárez,16.996633,-99.781188,NETO
3531,BA MEGA COACALCO,3531 - BA MEGA COACALCO,México,Coacalco de Berriozábal,19.635372,-99.101242,Banco Azteca
3531,Negrete,3531 - Negrete,Guerrero,Iguala de la Independencia,18.343716,-99.534058,NETO
3532,Huehuetoca Centro,3532 - Huehuetoca Centro,México,Huehuetoca,19.834816,-99.20441,NETO
3533,Santuario Chalma,3533 - Santuario Chalma,México,Malinalco,18.925947,-99.49663,NETO
3534,El Jaral,3534 - El Jaral,México,Atizapán de Zaragoza,19.596081,-99.222292,NETO
3535,Acapulco Reforma,3535 - Acapulco Reforma,Guerrero,Acapulco de Juárez,16.871458,-99.904303,NETO
3538,Yecapixtla Centro,3538 - Yecapixtla Centro,Morelos,Yecapixtla,18.883664,-98.865075,NETO
3539,Coacalco Centro,3539 - Coacalco Centro,México,Coacalco de Berriozábal,19.631408,-99.103772,NETO
3540,Ciudad Azteca,3540 - Ciudad Azteca,México,Ecatepec de Morelos,19.543356,-99.03856,NETO
3541,Ixtapan de la Sal,3541 - Ixtapan de la Sal,México,Ixtapan de la Sal,18.84505,-99.67684,NETO
3543,Tlaltizapan,3543 - Tlaltizapan,Morelos,Tlaltizapán de Zapata,18.682592,-99.12048,NETO
3544,BA EKT PUENTE ROJO,3544 - BA EKT PUENTE ROJO,México,Valle de Chalco Solidaridad,19.304179,-98.938296,Banco Azteca
3544,Cordoba Avenida 11,3544 - Cordoba Avenida 11,Veracruz de Ignacio de la Llave,Córdoba,18.890434,-96.932663,NETO
3545,Chiautla,3545 - Chiautla,Guerrero,Acapulco de Juárez,16.897049,-99.83014,NETO
3547,San Marcos Arcos,3547 - San Marcos Arcos,Guerrero,San Marcos,16.79637,-99.38532,NETO
3548,Parque Residencial Coacalco,3548 - Parque Residencial Coacalco,México,Coacalco de Berriozábal,19.62124,-99.086464,NETO
3549,La Barca,3549 - La Barca,Jalisco,La Barca,20.285772,-102.547347,NETO
3550,La Tolva,3550 - La Tolva,Guerrero,Acapulco de Juárez,16.883694,-99.84381,NETO
3551,Plaza Sol,3551 - Plaza Sol,Guerrero,Acapulco de Juárez,16.851498,-99.90619,NETO
3552,Guerrero,3552 - Guerrero,Guerrero,Acapulco de Juárez,16.891561,-99.835343,NETO
3553,Ciudad Guzmán,3553 - Ciudad Guzmán,Jalisco,Zapotlán el Grande,19.7024,-103.462954,NETO
3554,Teoloyucan Centro,3554 - Teoloyucan Centro,México,Teoloyucan,19.746113,-99.183719,NETO
3555,Díaz Mirón,3555 - Díaz Mirón,Veracruz de Ignacio de la Llave,Veracruz,19.157735,-96.131242,NETO
3556,San Juan Bosco,3556 - San Juan Bosco,Jalisco,Guadalajara,20.675547,-103.31314,NETO
3557,Tepozanes,3557 - Tepozanes,México,Nezahualcóyotl,19.390879,-98.98469,NETO
3558,Colegio Militar,3558 - Colegio Militar,Guerrero,Petatlán,17.536759,-101.274204,NETO
3559,Barrio del Puente,3559 - Barrio del Puente,Oaxaca,Santiago Pinotepa Nacional,16.343052,-98.05596,NETO
3560,Ixhuatan,3560 - Ixhuatan,Oaxaca,San Francisco Ixhuatán,16.352432,-94.48368,NETO
3609,BA MEGA ATOYAC,3609 - BA MEGA ATOYAC,Guerrero,Atoyac de Álvarez,17.206118,-100.437338,Banco Azteca
3612,BA MEGA XOCHIMILCO,3612 - BA MEGA XOCHIMILCO,Ciudad de México,Xochimilco,19.260523,-99.103858,Banco Azteca
3619,Arca de Noé,3619 - Arca de Noé,México,Chimalhuacán,19.440693,-98.932236,NETO
3620,Ayotla,3620 - Ayotla,México,Ixtapaluca,19.314949,-98.92948,NETO
3621,Transportistas,3621 - Transportistas,México,Chimalhuacán,19.441034,-98.97117,NETO
3622,Miguel Hidalgo,3622 - Miguel Hidalgo,México,Chimalhuacán,19.410582,-98.97465,NETO
3625,BA MEGA CARCEL DE MUJERES,3625 - BA MEGA CARCEL DE MUJERES,Ciudad de México,Iztapalapa,19.358156,-99.001504,Banco Azteca
