No tarea,tipo,Territorio,Gestor,Estado,Localidad,Folio,FCO,NOMPRO,CLV_UBICACION,nombre,USUARIO,ID_UBICACION,TIPO_ASIGNACION,FECHA_ASIGNACION,HORA_ASIGNACION,id_asig,Latitude,Longitude,Folio,FCO,dias
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una compra de un producto pagando con código QR en Salamanca,6,Frutería Vazquez_4,morozco,177833,ASIGNADA POR SISTEMA,04/12/2019,15:36:39,1085350,20.211805,-100.880635,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una compra de un producto pagando con código QR en Salamanca,7,La Tía_1,PAX36333,177834,ASIGNADA POR SISTEMA,09/12/2019,12:13:24,1084686,20.213106,-100.880042,19112375,20/12/2019,1
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una compra de un producto pagando con código QR en Salamanca,7,La Tía_2,morozco,177835,ASIGNADA POR SISTEMA,04/12/2019,15:36:39,1085351,20.213106,-100.880042,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una compra de un producto pagando con código QR en Salamanca,7,La Tía_3,morozco,177836,ASIGNADA POR SISTEMA,04/12/2019,15:36:39,1085352,20.213106,-100.880042,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una compra de un producto pagando con código QR en Salamanca,7,La Tía_4,morozco,177837,ASIGNADA POR SISTEMA,04/12/2019,15:36:39,1085353,20.213106,-100.880042,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una compra de un producto pagando con código QR en Salamanca,9,Café Ritual_1,PAX36333,177838,ASIGNADA POR SISTEMA,09/12/2019,12:13:24,1084687,20.213704,-100.882114,19112375,20/12/2019,1
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una compra de un producto pagando con código QR en Salamanca,9,Café Ritual_2,morozco,177839,ASIGNADA POR SISTEMA,04/12/2019,15:36:39,1085354,20.213704,-100.882114,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una compra de un producto pagando con código QR en Salamanca,9,Café Ritual_3,morozco,177840,ASIGNADA POR SISTEMA,04/12/2019,15:36:39,1085355,20.213704,-100.882114,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una compra de un producto pagando con código QR en Salamanca,9,Café Ritual_4,morozco,177841,ASIGNADA POR SISTEMA,04/12/2019,15:36:39,1085356,20.213704,-100.882114,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,10,Mexiconstruye_3,morozco,177898,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085358,20.220508,-100.882022,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,10,Mexiconstruye_4,morozco,177899,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085359,20.220508,-100.882022,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,10,Mexiconstruye_5,morozco,177900,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085360,20.220508,-100.882022,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,10,Mexiconstruye_6,morozco,177901,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085361,20.220508,-100.882022,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,15,Teodoro Comedor _1,PAX36333,177902,ASIGNADA POR SISTEMA,09/12/2019,12:12:12,1084690,20.213502,-100.881238,19112375,20/12/2019,1
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,15,Teodoro Comedor _2,morozco,177903,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085362,20.213502,-100.881238,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,15,Teodoro Comedor _3,morozco,177904,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085363,20.213502,-100.881238,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,15,Teodoro Comedor _4,morozco,177905,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085364,20.213502,-100.881238,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,17,Tienda de Ropa Yeyos_1,PAX36333,177906,ASIGNADA POR SISTEMA,09/12/2019,12:12:12,1084691,20.21226,-100.880086,19112375,20/12/2019,1
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,17,Tienda de Ropa Yeyos_2,morozco,177907,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085365,20.21226,-100.880086,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,17,Tienda de Ropa Yeyos_3,morozco,177908,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085366,20.21226,-100.880086,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,17,Tienda de Ropa Yeyos_4,morozco,177909,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085367,20.21226,-100.880086,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,18,El Diezmo_3,morozco,177912,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085368,20.212997,-100.882781,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,18,El Diezmo_4,morozco,177913,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085369,20.212997,-100.882781,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,18,El Diezmo_5,morozco,177914,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085370,20.212997,-100.882781,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,18,El Diezmo_6,morozco,177915,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085371,20.212997,-100.882781,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,19,Mi Terruño_2,morozco,177917,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085372,20.216753,-100.881943,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,19,Mi Terruño_3,morozco,177918,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085373,20.216753,-100.881943,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,19,Mi Terruño_4,morozco,177919,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085374,20.216753,-100.881943,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,21,Óptica Alemana_1,morozco,177920,ASIGNADA POR SISTEMA,04/12/2019,18:24:24,1084695,20.215993,-100.880348,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,21,Óptica Alemana_2,morozco,177921,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085375,20.215993,-100.880348,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,21,Óptica Alemana_3,morozco,177922,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085376,20.215993,-100.880348,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,21,Óptica Alemana_4,morozco,177923,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085377,20.215993,-100.880348,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,22,Zapateria Tinoco_624_1,morozco,177924,ASIGNADA POR SISTEMA,04/12/2019,18:24:24,1084696,20.214756,-100.880185,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,22,Zapateria Tinoco_624_2,morozco,177925,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085378,20.214756,-100.880185,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,22,Zapateria Tinoco_624_3,morozco,177926,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085379,20.214756,-100.880185,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,22,Zapateria Tinoco_624_4,morozco,177927,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085380,20.214756,-100.880185,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,23,Zapateria Tinoco_817_2,morozco,177929,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085381,20.216418,-100.880466,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,26,TBC pisos y azulejos_1,morozco,177930,ASIGNADA POR SISTEMA,04/12/2019,18:24:24,1084698,20.220606,-100.88252,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,26,TBC pisos y azulejos_2,morozco,177931,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085382,20.220606,-100.88252,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,26,TBC pisos y azulejos_3,morozco,177932,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085383,20.220606,-100.88252,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,26,TBC pisos y azulejos_4,morozco,177933,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085384,20.220606,-100.88252,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,27,TBC Ferrepisos_1,morozco,177934,ASIGNADA POR SISTEMA,04/12/2019,18:24:24,1084699,20.211881,-100.88229,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,27,TBC Ferrepisos_2,morozco,177935,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085385,20.211881,-100.88229,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,27,TBC Ferrepisos_3,morozco,177936,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085386,20.211881,-100.88229,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,27,TBC Ferrepisos_4,morozco,177937,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085387,20.211881,-100.88229,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,29,Boutique Rosy_618_3,morozco,177940,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085388,20.2146,-100.880199,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,29,Boutique Rosy_618_4,morozco,177941,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085389,20.2146,-100.880199,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,29,Boutique Rosy_618_5,morozco,177942,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085390,20.2146,-100.880199,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,29,Boutique Rosy_618_6,morozco,177943,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085391,20.2146,-100.880199,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,30,Boutique Rosy_630_1,morozco,177944,ASIGNADA POR SISTEMA,04/12/2019,18:24:24,1084702,20.214918,-100.880252,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,30,Boutique Rosy_630_2,morozco,177945,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085392,20.214918,-100.880252,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,30,Boutique Rosy_630_3,morozco,177946,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085393,20.214918,-100.880252,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,30,Boutique Rosy_630_4,morozco,177947,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085394,20.214918,-100.880252,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,31,Pollo Feliz_2,morozco,177949,ASIGNADA POR SISTEMA,03/12/2019,18:17:24,1084704,20.216175,-100.87102,19112375,20/12/2019,7
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,31,Pollo Feliz_3,morozco,177950,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085395,20.216175,-100.87102,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,31,Pollo Feliz_4,morozco,177951,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085396,20.216175,-100.87102,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,31,Pollo Feliz_5,morozco,177952,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085397,20.216175,-100.87102,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,31,Pollo Feliz_6,morozco,177953,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085398,20.216175,-100.87102,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,4,Agencia de viajes Orpiza_Melchor Ocampo_1,PAX36333,177882,ASIGNADA POR SISTEMA,09/12/2019,12:12:12,1084705,20.212268,-100.879948,19112375,20/12/2019,1
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,4,Agencia de viajes Orpiza_Melchor Ocampo_2,morozco,177883,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085399,20.212268,-100.879948,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,4,Agencia de viajes Orpiza_Melchor Ocampo_3,morozco,177884,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085400,20.212268,-100.879948,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,4,Agencia de viajes Orpiza_Melchor Ocampo_4,morozco,177885,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085401,20.212268,-100.879948,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,5,Agencia de viajes Orpiza_Guadalupe Victoria_2,morozco,177887,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085402,20.21435,-100.874891,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,5,Agencia de viajes Orpiza_Guadalupe Victoria_3,morozco,177888,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085403,20.21435,-100.874891,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,5,Agencia de viajes Orpiza_Guadalupe Victoria_4,morozco,177889,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085404,20.21435,-100.874891,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,8,Ferretería Ferrekali_2,morozco,177891,ASIGNADA POR SISTEMA,03/12/2019,18:17:24,1084708,20.211193,-100.880947,19112375,20/12/2019,7
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,8,Ferretería Ferrekali_3,morozco,177892,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085405,20.211193,-100.880947,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,8,Ferretería Ferrekali_4,morozco,177893,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085406,20.211193,-100.880947,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,8,Ferretería Ferrekali_5,morozco,177894,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085407,20.211193,-100.880947,19112375,20/12/2019,6
4,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SALVATIERRA,19112375,20/12/2019,Realiza una simulación de compra de un producto pagando con código QR en Salamanca,8,Ferretería Ferrekali_6,morozco,177895,ASIGNADA POR SISTEMA,04/12/2019,15:37:04,1085408,20.211193,-100.880947,19112375,20/12/2019,6
3,Sin Terminar,Occidente,Jennifer,GUANAJUATO,SAN DIEGO DE LA UNION,19071665,30/09/2019,Este año sé El Motociclista Misterioso,4584,4584 MOTO SOLUCIONES AG,alirae,166864,ASIGNADA POR SISTEMA,08/11/2019,11:37:22,1065891,21.457928,-100.86886,19071665,30/09/2019,32
1,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SAN FELIPE,19120048,20/12/2019,En Diciembre descubre cuánto vale tu prenda de Oro,5806,BA EKT SAN FELIPE GUANAJUATO (5806),PAX49107,121006,TOMADA POR USUARIO,09/12/2019,12:00:29,1087358,21.476206,-101.21524,19120048,20/12/2019,1
1,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SAN FELIPE,19120035,20/12/2019,En Diciembre y Enero recorre los pasillos de una tienda departamental,5806,MINIEKT SAN FELIPE GUANAJUATO,PAX49107,3222,TOMADA POR USUARIO,09/12/2019,12:00:40,1079804,21.476418,-101.21549,19120035,20/12/2019,1
3,Sin Terminar,Occidente,Jennifer,GUANAJUATO,SAN JOSE ITURBIDE,19071665,30/09/2019,Este año sé El Motociclista Misterioso,2896,2896-FERNANDO FARIAS RODRIGUEZ,PAX84333,106410,ASIGNADA POR SISTEMA,29/11/2019,18:52:18,1065807,21.005343,-100.390585,19071665,30/09/2019,11
3,Sin Terminar,Occidente,Jennifer,GUANAJUATO,SAN LUIS DE LA PAZ,19071665,30/09/2019,Este año sé El Motociclista Misterioso,2613,2613-GO RACING MECHANIX,PAX84333,105685,ASIGNADA POR SISTEMA,29/11/2019,18:52:18,1065781,21.289092,-100.526403,19071665,30/09/2019,11
1,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SANTA CRUZ DE JUVENTINO ROSAS,19120048,20/12/2019,En Diciembre descubre cuánto vale tu prenda de Oro,6787,BA MEGA JUVENTINO ROSAS (6787),PAX46376,119009,ASIGNADA POR SISTEMA,09/12/2019,12:28:32,1086022,20.643545,-100.994646,19120048,20/12/2019,1
3,Sin Terminar,Occidente,Jennifer,GUANAJUATO,SANTA CRUZ DE JUVENTINO ROSAS,19071665,30/09/2019,Este año sé El Motociclista Misterioso,2926,2926-MOTOSERVICIOS JUVENTINO ROSAS,PAX23380,105846,ASIGNADA POR SISTEMA,09/12/2019,17:29:47,1065814,20.639491,-100.994608,19071665,30/09/2019,1
1,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SILAO,19100095,20/12/2019,Abona a un crédito  y cambia un billete y di que tienes un Billete de 10 Nuevos pesos,4540,BA MEGA MIGUEL HIDALGO SILAO,PAX59219,174331,ASIGNADA POR SISTEMA,09/12/2019,12:27:33,1082511,20.946819,-101.436124,19100095,20/12/2019,1
1,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,SILAO,19100087,20/12/2019,Gana dinero pidiendo información de productos en un banco 4-2019,4540,BA MEGA MIGUEL HIDALGO SILAO,PAX59219,174331,ASIGNADA POR SISTEMA,09/12/2019,12:33:03,1073874,20.946819,-101.436124,19100087,20/12/2019,1
1,Sin Terminar,Occidente,Victor Garcia,GUANAJUATO,VALLE DE SANTIAGO,19102119,28/10/2019,Supervisa y gana dinero en una casa de empeño Bajio 4-2019,3020,PRESTA PRENDA VALLE DE SANTIAGO,PAX36333,177962,ASIGNADA POR SISTEMA,09/12/2019,12:33:27,1085478,20.395262,-101.20347,19102119,28/10/2019,1
3,Sin Terminar,Occidente,Cesar Bermeo,GUERRERO,ACAPULCO DE JUAREZ,19071665,30/09/2019,Este año sé El Motociclista Misterioso,2542,2542-SERVIMOTOS ACAPULCO,PAX11914,105659,ASIGNADA POR SISTEMA,04/12/2019,19:10:47,1076998,16.8418,-99.8133,19071665,30/09/2019,6
3,Sin Terminar,Occidente,Cesar Bermeo,GUERRERO,ACAPULCO DE JUAREZ,19071665,30/09/2019,Este año sé El Motociclista Misterioso,2865,2865-ACAPULCO MOTORS,PAX11914,106269,ASIGNADA POR SISTEMA,04/12/2019,19:10:47,1077026,16.859039,-99.89548,19071665,30/09/2019,6
1,Sin Terminar,Occidente,Francisco Bautista,GUERRERO,ARCELIA,19120048,20/12/2019,En Diciembre descubre cuánto vale tu prenda de Oro,3959,BA PRESTA PRENDA GUERRERO ARCELIA (3959),PAX53105,118290,ASIGNADA POR SISTEMA,09/12/2019,17:14:14,1088540,18.315077,-100.283516,19120048,20/12/2019,1
3,Sin Terminar,Occidente,Cesar Bermeo,GUERRERO,ARCELIA,19071665,30/09/2019,Este año sé El Motociclista Misterioso,3679,3679-EDUWIGES BRITO SALGADO,PAX53105,105993,ASIGNADA POR SISTEMA,06/12/2019,18:09:53,1077075,18.31692,-100.28228,19071665,30/09/2019,4
3,Sin Terminar,Occidente,Cesar Bermeo,GUERRERO,ATOYAC DE ALVAREZ,19071665,30/09/2019,Este año sé El Motociclista Misterioso,4618,4618 Motoservicio Carrillo es el nombre,alirae,166190,ASIGNADA POR SISTEMA,03/12/2019,12:28:44,1076974,17.211378,-100.43252,19071665,30/09/2019,7
