No tarea,tipo,Territorio,Gestor,Estado,Localidad,Folio,FCO,NOMPRO,CLV_UBICACION,nombre,USUARIO,ID_UBICACION,TIPO_ASIGNACION,FECHA_ASIGNACION,HORA_ASIGNACION,id_asig,Latitude,Longitude,Folio,FCO,dias
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,NEZAHUALCOYOTL,19120048,20/12/2019,En Diciembre descubre cuánto vale tu prenda de Oro CDMX,6282,BA MEGA TAXIMETROS (6282),PAX86905,120792,TOMADA POR USUARIO,10/12/2019,06:58:38,1088731,19.461098,-99.05297,19120048,20/12/2019,0
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,NEZAHUALCOYOTL,19120035,20/12/2019,En Diciembre y Enero recorre los pasillos de una tienda departamental,1158,EKT - CHIMALHUACAN BARRIO XOCHITENCO,PAX82787,918,TOMADA POR USUARIO,10/12/2019,07:02:44,1088738,19.430504,-98.95985,19120035,20/12/2019,0
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,NEZAHUALCOYOTL,19120035,20/12/2019,En Diciembre y Enero recorre los pasillos de una tienda departamental,2131,EKT NEZAHUALCOYOTL EL SOL,PAX109302,1303,TOMADA POR USUARIO,10/12/2019,07:06:57,1088742,19.432286,-99.03978,19120035,20/12/2019,0
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,NEZAHUALCOYOTL,19120035,20/12/2019,En Diciembre y Enero recorre los pasillos de una tienda departamental,3515,EKT - NETZAHUALCOYOTL 2 PATOS,PAX101710,1888,TOMADA POR USUARIO,10/12/2019,07:10:30,1088745,19.406906,-98.997,19120035,20/12/2019,0
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,NEZAHUALCOYOTL,19120035,20/12/2019,En Diciembre y Enero recorre los pasillos de una tienda departamental,6680,EKT - LAGO,PAX101711,2791,TOMADA POR USUARIO,10/12/2019,07:12:42,1088749,19.39947,-99.028837,19120035,20/12/2019,0
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,NEZAHUALCOYOTL,19120035,20/12/2019,En Diciembre y Enero recorre los pasillos de una tienda departamental,8507,EKT - EVOLUCION,PAX101710,174,TOMADA POR USUARIO,10/12/2019,07:11:19,1088748,19.4005,-99.02915,19120035,20/12/2019,0
3,Sin Terminar,Sur,Natali,MEXICO,NEZAHUALCOYOTL,19071665,30/09/2019,Este año sé El Motociclista Misterioso,2599,2599-GRUPO SANVEN SA DE CV,alirae,105681,ASIGNADA POR SISTEMA,16/10/2019,16:39:37,1039408,19.3884,-99.0106,19071665,30/09/2019,55
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,NEZAHUALCOYOTL,19100079,20/12/2019,Gana dinero pidiendo información de un crédito en un banco 4-2019,6282,BA MEGA TAXIMETROS,PAX74460,69877,TOMADA POR USUARIO,09/12/2019,08:47:51,1087848,19.461388,-99.047134,19100079,20/12/2019,1
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,NEZAHUALCOYOTL,19100079,20/12/2019,Gana dinero pidiendo información de un crédito en un banco 4-2019,7566,BA MEGA NEZAHUALCOYOTL AV CENTRAL,PAX74460,69878,TOMADA POR USUARIO,09/12/2019,08:45:43,1087846,19.487288,-99.047696,19100079,20/12/2019,1
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,NEZAHUALCOYOTL,19100095,20/12/2019,Realiza un retiro de cuenta y cambia un billete y di que tienes un Billete que se siente diferente,2198,BA EKT EL SOL,PAX108777,70080,TOMADA POR USUARIO,10/12/2019,11:31:52,1088857,19.427085,-99.037494,19100095,20/12/2019,0
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,NEZAHUALCOYOTL,19100095,20/12/2019,Realiza una recarga y cambia un billete y di que tienes un Billete de 200 que se quemo,7873,BA EKT NEZA AV CHIMALHUACAN,PAX108777,70157,TOMADA POR USUARIO,10/12/2019,11:31:35,1088856,19.407902,-99.019804,19100095,20/12/2019,0
2,Sin Terminar,Sur,Patricia Huerta,MEXICO,NICOLAS ROMERO,19102161,20/12/2019,En Octubre conoce los productos que se ofrecen en tiendas de telefonía,63024,BCA-NICOLAS ROMERO TOWN CENTER,PAX39715,60884,ASIGNADA POR SISTEMA,09/12/2019,19:50:36,1079415,19.627449,-99.291971,19102161,20/12/2019,1
3,Sin Terminar,Sur,Natali,MEXICO,NICOLAS ROMERO,19071665,30/09/2019,Este año sé El Motociclista Misterioso,2391,2391 COMERCIALIZADORA WURBS SA DE CV,PAX69806,166423,ASIGNADA POR SISTEMA,09/12/2019,19:12:03,1039403,19.61945,-99.315445,19071665,30/09/2019,1
3,Sin Terminar,Sur,Natali,MEXICO,NICOLAS ROMERO,19071665,30/09/2019,Este año sé El Motociclista Misterioso,3186,3186-MOTOS TLALNEPANTLA,alirae,106327,ASIGNADA POR SISTEMA,16/10/2019,16:39:37,1039477,19.538404,-99.189468,19071665,30/09/2019,55
3,Sin Terminar,Sur,Natali,MEXICO,NICOLAS ROMERO,19071665,30/09/2019,Este año sé El Motociclista Misterioso,4639,4639 GUADALUPE LOPEZ CORNEJO,alirae,170879,ASIGNADA POR SISTEMA,16/10/2019,16:39:37,1039558,19.601673,-99.27635,19071665,30/09/2019,55
2,Sin Terminar,Sur,Patricia Huerta,MEXICO,NICOLAS ROMERO,19112383,20/12/2019,Este Diciembre Upaxer te regala gasolina,450,EA0021_BP Hidalgo Nicolás,PAX93939,166863,TOMADA POR USUARIO,08/12/2019,21:44:09,1087255,19.595507,-99.282265,19112383,20/12/2019,2
2,Sin Terminar,Sur,Patricia Huerta,MEXICO,NICOLAS ROMERO,19112383,20/12/2019,Este Diciembre Upaxer te regala gasolina,7,E08326_BP Nicolás Romero,PAX93939,159160,TOMADA POR USUARIO,08/12/2019,21:44:23,1086326,19.613096,-99.319214,19112383,20/12/2019,2
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,NICOLAS ROMERO,19102121,28/10/2019,Supervisa y gana dinero en una casa de empeño Metro Poniente 4-2019,4378,PRESTA PRENDA VILLA NICOLAS ROMERO 2,PAX39715,177955,ASIGNADA POR SISTEMA,09/12/2019,18:17:48,1085602,19.622157,-99.315991,19102121,28/10/2019,1
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,PAZ LA,19120035,20/12/2019,En Diciembre y Enero recorre los pasillos de una tienda departamental,168,EKT - LOS REYES LA PAZ,PAX74028,1613,TOMADA POR USUARIO,10/12/2019,11:11:24,1088843,19.3553,-98.9804,19120035,20/12/2019,0
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,PAZ LA,19120035,20/12/2019,En Diciembre y Enero recorre los pasillos de una tienda departamental,2136,EKT LA MAGDALENA ATLICPAC,PAX82787,1307,TOMADA POR USUARIO,10/12/2019,07:02:07,1088736,19.368284,-98.948106,19120035,20/12/2019,0
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,RAYON,19102121,28/10/2019,Supervisa y gana dinero en una casa de empeño Metro Poniente 4-2019,9907,PRESTA PRENDA SANTA MARIA RAYON,PAX55572,177959,ASIGNADA POR SISTEMA,09/12/2019,18:18:02,1085603,19.149216,-99.581179,19102121,28/10/2019,1
3,Sin Terminar,Sur,Natali,MEXICO,SAN JUAN BAUTISTA TUXTEPEC,19071665,30/09/2019,Este año sé El Motociclista Misterioso,2861,2861-RINO REX,PAX55100,106268,ASIGNADA POR SISTEMA,02/12/2019,14:48:33,1039443,19.595455,-98.99168,19071665,30/09/2019,8
3,Sin Terminar,Sur,Patricia Huerta,MEXICO,SAN MATEO ATENCO,19081847,30/09/2019,Este año Evalúa valida y gana en un Taller 2019,4666,4666 MOTOSERVICIO TEC,PAX57800,173933,ASIGNADA POR SISTEMA,10/12/2019,12:08:56,1088871,19.277842,-99.56116,19081847,30/09/2019,0
3,Sin Terminar,Sur,Natali,MEXICO,SAN MATEO ATENCO,19071665,30/09/2019,Este año sé El Motociclista Misterioso,3075,3075-MOTOCICLETAS Y MAQUINARIA,PAX61324,105893,ASIGNADA POR SISTEMA,13/11/2019,14:01:54,1065828,19.27707,-99.532045,19071665,30/09/2019,27
2,Sin Terminar,Sur,Patricia Huerta,MEXICO,TECAMAC,19102161,20/12/2019,En Octubre conoce los productos que se ofrecen en tiendas de telefonía,72945,GNT PLAZA BELLA MEXIQUENSE,PAX105467,157800,TOMADA POR USUARIO,09/12/2019,18:29:07,1082555,19.629833,-99.019077,19102161,20/12/2019,1
3,Sin Terminar,Sur,Natali,MEXICO,TECAMAC,19071665,30/09/2019,Este año sé El Motociclista Misterioso,4652,4652 MOTO STAR,alirae,174849,ASIGNADA POR SISTEMA,16/10/2019,16:39:37,1039559,19.669682,-99.00415,19071665,30/09/2019,55
3,Sin Terminar,Sur,Natali,MEXICO,TEJUPILCO,19071665,30/09/2019,Este año sé El Motociclista Misterioso,3056,3056-REFACCIONES Y SERVICIOS DE MOTOCICLETAS TEJUPILCO,alirae,106320,ASIGNADA POR SISTEMA,21/11/2019,15:33:52,1073409,18.904947,-100.15651,19071665,30/09/2019,19
3,Sin Terminar,Sur,Patricia Huerta,MEXICO,TEMOAYA,19081847,13/12/2019,Este año Evalúa valida y gana en un Taller 2019 2,3068,3068-SERVICIO MECANICO Y REF. FABELA,alirae,106321,TOMADA POR USUARIO,09/12/2019,13:34:06,1087740,19.464665,-99.597195,19081847,13/12/2019,1
3,Sin Terminar,Sur,Natali,MEXICO,TEMOAYA,19071665,30/09/2019,Este año sé El Motociclista Misterioso,3068,3068-SERVICIO MECANICO Y REF. FABELA,PAX98130,106321,ASIGNADA POR SISTEMA,06/12/2019,20:05:42,1065827,19.464665,-99.597195,19071665,30/09/2019,4
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,TENANCINGO,19120048,20/12/2019,En Diciembre descubre cuánto vale tu prenda de Oro,5897,BA  PRESTA PRENDA TENANCINGO (5897),PAX16661,118387,ASIGNADA POR SISTEMA,05/12/2019,12:48:51,1086083,18.962582,-99.59272,19120048,20/12/2019,5
3,Sin Terminar,Sur,Natali,MEXICO,TEPOTZOTLAN,19071665,30/09/2019,Este año sé El Motociclista Misterioso,3051,3051-MOTOCICLETAS DE TEPOZOTLAN,alirae,106318,ASIGNADA POR SISTEMA,16/10/2019,16:39:37,1039473,19.710935,-99.218313,19071665,30/09/2019,55
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,TEQUIXQUIAC,19120048,20/12/2019,En Diciembre descubre cuánto vale tu prenda de Oro,744,PRESTA PRENDA TEQUIXQUIAC (744),PAX93163,121569,TOMADA POR USUARIO,10/12/2019,12:41:09,1088865,19.9099,-99.145904,19120048,20/12/2019,0
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,TEXCOCO,19120035,20/12/2019,En Diciembre y Enero recorre los pasillos de una tienda departamental,1106,EKT TEXCOCO 1 BRAVO,PAX109302,913,TOMADA POR USUARIO,10/12/2019,07:07:16,1088743,19.515131,-98.88405,19120035,20/12/2019,0
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,TEXCOCO,19120035,20/12/2019,En Diciembre y Enero recorre los pasillos de una tienda departamental,6051,EKT PLAZA TEXCOCO,PAX84894,3583,TOMADA POR USUARIO,10/12/2019,06:52:44,1088723,19.426477,-98.912766,19120035,20/12/2019,0
3,Sin Terminar,Sur,Natali,MEXICO,TEXCOCO,19071665,30/09/2019,Este año sé El Motociclista Misterioso,4697,4697 MOTOSERVICIO MARIN,alirae,174226,ASIGNADA POR SISTEMA,16/10/2019,16:39:37,1039570,19.442244,-98.90143,19071665,30/09/2019,55
2,Sin Terminar,Sur,Patricia Huerta,MEXICO,TEXCOCO,19112383,20/12/2019,Este Diciembre Upaxer te regala gasolina,101,E04129_BP Orión Texcoco,PAX77611,159210,TOMADA POR USUARIO,09/12/2019,10:31:34,1087860,19.505582,-98.880237,19112383,20/12/2019,1
8,Sin Terminar,Sur,Patricia Huerta,MEXICO,TLALNEPANTLA,19112377,20/12/2019,En Diciembre Upaxer te invita al cine Platino Mix y además gana dinero,,Carso Tlalnepantla P,PAX115808,158756,TOMADA POR USUARIO,09/12/2019,12:58:33,1082359,19.539562,-99.205475,19112377,20/12/2019,1
8,Sin Terminar,Sur,Patricia Huerta,MEXICO,TLALNEPANTLA,19112377,20/12/2019,En Diciembre Upaxer te invita al cine y además gana dinero,,Carso Tlalnepantla R,PAX95650,158757,TOMADA POR USUARIO,09/12/2019,22:59:42,1085170,19.539562,-99.205475,19112377,20/12/2019,1
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,TLALNEPANTLA,19120035,20/12/2019,En Diciembre y Enero recorre los pasillos de una tienda departamental,4111,SYR TLALNEPANTLA,PAX16034,177362,TOMADA POR USUARIO,09/12/2019,23:21:22,1088717,19.538544,-99.193474,19120035,20/12/2019,1
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,TLALNEPANTLA,19120035,20/12/2019,En Diciembre y Enero recorre los pasillos de una tienda departamental,9562,MEGA SANTA ROSA TLALNEPANTLA,PAX57800,57042,TOMADA POR USUARIO,09/12/2019,08:40:28,1087845,19.526627,-99.17277,19120035,20/12/2019,1
2,Sin Terminar,Sur,Patricia Huerta,MEXICO,TLALNEPANTLA,19102161,20/12/2019,En Octubre conoce los productos que se ofrecen en tiendas de telefonía,,WIMO ADOLFO LOPEZ MATEOS,PAX57800,176712,TOMADA POR USUARIO,08/12/2019,20:13:59,1085441,19.538305,-99.229522,19102161,20/12/2019,2
3,Sin Terminar,Sur,Natali,MEXICO,TLALNEPANTLA,19071665,30/09/2019,Este año sé El Motociclista Misterioso,4559,4559 - ARTURO BACA ALEGRIA,alirae,158742,ASIGNADA POR SISTEMA,16/10/2019,16:39:37,1039537,19.531788,-99.16994,19071665,30/09/2019,55
2,Sin Terminar,Sur,Patricia Huerta,MEXICO,TLALNEPANTLA,19112383,20/12/2019,Este Diciembre Upaxer te regala gasolina,181,E07894_BP Acatitlán,PAX93588,159244,TOMADA POR USUARIO,08/12/2019,21:49:22,1087777,19.555344,-99.179671,19112383,20/12/2019,2
2,Sin Terminar,Sur,Patricia Huerta,MEXICO,TLALNEPANTLA,19112383,20/12/2019,Este Diciembre Upaxer te regala gasolina,218,E02965_BP Santa Cecilia,PAX93588,159265,TOMADA POR USUARIO,08/12/2019,21:49:53,1087778,19.549103,-99.17198,19112383,20/12/2019,2
2,Sin Terminar,Sur,Patricia Huerta,MEXICO,TLALNEPANTLA,19112383,20/12/2019,Este Diciembre Upaxer te regala gasolina,4,E00283_BP La Cañada,PAX93588,159157,TOMADA POR USUARIO,08/12/2019,21:50:26,1087779,19.54239,-99.194824,19112383,20/12/2019,2
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,TLALNEPANTLA,19100079,20/12/2019,Gana dinero pidiendo información de un crédito en un banco 4-2019,4614,EKT TLALNEPANTLA LA PRESA,PAX56747,1809,TOMADA POR USUARIO,09/12/2019,21:40:21,1088697,19.536982,-99.118515,19100079,20/12/2019,1
2,Sin Terminar,Sur,Patricia Huerta,MEXICO,TLALNEPANTLA DE BAZ,19102161,20/12/2019,En Octubre conoce los productos que se ofrecen en tiendas de telefonía,,EXP TOLTECAS DFN,PAX57800,167636,ASIGNADA POR SISTEMA,05/12/2019,18:17:18,1079635,19.553127,-99.192343,19102161,20/12/2019,5
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,TLALNEPANTLA DE BAZ,19102121,28/10/2019,Supervisa y gana dinero en una casa de empeño Metro Poniente 4-2019,1928,PRESTA PRENDA EKT TLALNEPANTLA 3 ALLENDE,PAX57575,177957,ASIGNADA POR SISTEMA,10/12/2019,12:35:08,1085600,19.537261,-99.194064,19102121,28/10/2019,0
3,Sin Terminar,Sur,Patricia Huerta,MEXICO,TOLUCA,19081847,30/09/2019,Este año Evalúa valida y gana en un Taller 2019,4647,4647 REFACCIONARIA HERRAMIENTAS Y SERVICIO SIL,PAX55572,170878,ASIGNADA POR SISTEMA,09/12/2019,17:56:21,1031206,19.3108,-99.58043,19081847,30/09/2019,1
3,Sin Terminar,Sur,Natali,MEXICO,TOLUCA,19071665,30/09/2019,Este año sé El Motociclista Misterioso,7562,7562-CLAUDIA LILIANA ALBARRAN ARCE,PAX98130,106411,ASIGNADA POR SISTEMA,09/12/2019,17:53:26,1065878,19.307315,-99.631651,19071665,30/09/2019,1
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,TULTEPEC,19120035,20/12/2019,En Diciembre y Enero recorre los pasillos de una tienda departamental,5887,EKT - EDO MEX TULTEPEC,PAX70239,3532,TOMADA POR USUARIO,08/12/2019,16:06:52,1087673,19.684034,-99.126915,19120035,20/12/2019,2
3,Sin Terminar,Sur,Natali,MEXICO,TULTEPEC,19071665,30/09/2019,Este año sé El Motociclista Misterioso,3942,3942-MOTOSERVICIO RT RACING TULTEPEC,PAX93707,106056,ASIGNADA POR SISTEMA,09/12/2019,18:39:43,1087186,19.677283,-99.138737,19071665,30/09/2019,1
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,TULTITLAN,19120035,20/12/2019,En Diciembre y Enero recorre los pasillos de una tienda departamental,9708,BA MEGA PRADOS DEL SUR TULTITLAN,PAX70239,63794,TOMADA POR USUARIO,08/12/2019,16:06:42,1087675,19.681923,-99.10166,19120035,20/12/2019,2
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,TULTITLAN,19120035,20/12/2019,En Diciembre y Enero recorre los pasillos de una tienda departamental,9751,BA MEGA SIERRA DE GUADALUPE EDOMEX (9751),PAX102068,158648,TOMADA POR USUARIO,09/12/2019,08:40:49,1087843,19.599628,-99.15939,19120035,20/12/2019,1
3,Sin Terminar,Sur,Natali,MEXICO,TULTITLAN,19071665,30/09/2019,Este año sé El Motociclista Misterioso,2578,2578-MOTOSERVICIO RT RACING TULTITLAN,PAX39715,106215,ASIGNADA POR SISTEMA,09/12/2019,18:39:23,1008965,19.633473,-99.16558,19071665,30/09/2019,1
2,Sin Terminar,Sur,Patricia Huerta,MEXICO,TULTITLAN,19112383,20/12/2019,Este Diciembre Upaxer te regala gasolina,182,E06737_BP Chilpan,PAX93588,159245,TOMADA POR USUARIO,08/12/2019,21:51:01,1087780,19.614483,-99.180394,19112383,20/12/2019,2
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,VALLE DE BRAVO,19120048,20/12/2019,En Diciembre descubre cuánto vale tu prenda de Oro,8277,BA EKT VALLE DE BRAVO (8277),PAX2947,119125,TOMADA POR USUARIO,09/12/2019,14:03:37,1088051,19.196487,-100.13201,19120048,20/12/2019,1
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,VALLE DE BRAVO,19120035,20/12/2019,En Diciembre y Enero recorre los pasillos de una tienda departamental,8277,EKT VALLE DE BRAVO,PAX2947,10,TOMADA POR USUARIO,09/12/2019,14:04:38,1088062,19.196798,-100.1321,19120035,20/12/2019,1
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,VALLE DE CHALCO SOLIDARIDAD,19120048,20/12/2019,En Diciembre descubre cuánto vale tu prenda de Oro,9515,PRESTA PRENDA EMILIANO ZAPATA VALLE (9515),PAX84836,122420,TOMADA POR USUARIO,10/12/2019,07:17:14,1088754,19.295364,-98.93029,19120048,20/12/2019,0
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,VALLE DE CHALCO SOLIDARIDAD,19120035,20/12/2019,En Diciembre y Enero recorre los pasillos de una tienda departamental,5034,EKT XICO,PAX84836,400,TOMADA POR USUARIO,10/12/2019,07:18:28,1088755,19.279406,-98.93225,19120035,20/12/2019,0
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,VALLE DE CHALCO SOLIDARIDAD,19120035,20/12/2019,En Diciembre y Enero recorre los pasillos de una tienda departamental,9514,MEGA ALFREDO DEL MAZO VALLE,PAX101710,57054,TOMADA POR USUARIO,10/12/2019,07:10:47,1088746,19.293621,-98.94097,19120035,20/12/2019,0
2,Sin Terminar,Sur,Patricia Huerta,MEXICO,VALLE DE CHALCO SOLIDARIDAD,19102161,20/12/2019,En Octubre conoce los productos que se ofrecen en tiendas de telefonía,,BCA PATIO CHALCO,PAX57575,176755,ASIGNADA POR SISTEMA,29/11/2019,14:53:54,1075307,19.299441,-98.954004,19102161,20/12/2019,11
2,Sin Terminar,Sur,Patricia Huerta,MEXICO,VALLE DE CHALCO SOLIDARIDAD,19102161,20/12/2019,En Octubre conoce los productos que se ofrecen en tiendas de telefonía,CAP_DFO_ME,CAP VALLE DE CHALCO DFO,PAX57575,56558,ASIGNADA POR SISTEMA,29/11/2019,14:51:49,1070773,19.30162,-98.952302,19102161,20/12/2019,11
3,Sin Terminar,Sur,Natali,MEXICO,VALLE DE CHALCO SOLIDARIDAD,19071665,30/09/2019,Este año sé El Motociclista Misterioso,3055,3055-MARIO GUTIERREZ MARTINEZ,alirae,105891,ASIGNADA POR SISTEMA,16/10/2019,16:39:37,1039474,19.2773,-98.9402,19071665,30/09/2019,55
3,Sin Terminar,Sur,Natali,MEXICO,VALLE DE CHALCO SOLIDARIDAD,19071665,30/09/2019,Este año sé El Motociclista Misterioso,4635,4635 MOTOSERVICIO GUVI,alirae,174841,ASIGNADA POR SISTEMA,16/10/2019,16:39:37,1039557,19.31622,-98.94856,19071665,30/09/2019,55
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,VALLE DE CHALCO SOLIDARIDAD,19100087,20/12/2019,Gana dinero pidiendo información de productos en un banco 4-2019,9515,BA MEGA EMILIANO ZAPATA VALLE,PAX38379,71151,TOMADA POR USUARIO,01/10/2019,14:04:50,1016017,19.293379,-98.930745,19100087,20/12/2019,70
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,VALLE DE CHALCO SOLIDARIDAD,19100095,20/12/2019,Realiza un retiro de cuenta y cambia un billete y di que tienes un Billete que se siente diferente,9515,BA MEGA EMILIANO ZAPATA VALLE,PAX2538,71151,TOMADA POR USUARIO,10/12/2019,11:19:55,1088847,19.293379,-98.930745,19100095,20/12/2019,0
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,VALLE DE CHALCO SOLIDARIDAD,19100095,20/12/2019,Realiza un retiro de cuneta  y cambia un billete y di que tienes una Moneda de 1000 del año 1989,5034,BA EKT XICO,PAX2538,69945,TOMADA POR USUARIO,10/12/2019,11:20:14,1088848,19.279607,-98.9323,19100095,20/12/2019,0
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,VILLA VICTORIA,19120048,20/12/2019,En Diciembre descubre cuánto vale tu prenda de Oro,9482,BA MEGA VILLA VICTORIA (9482),PAX2947,120343,TOMADA POR USUARIO,09/12/2019,14:02:54,1088065,19.430702,-99.996415,19120048,20/12/2019,1
1,Sin Terminar,Sur,Patricia Huerta,MEXICO,VILLA VICTORIA,19120035,20/12/2019,En Diciembre y Enero recorre los pasillos de una tienda departamental,9482,MEGA ELEKTRA VILLA VICTORIA,PAX2947,30290,TOMADA POR USUARIO,09/12/2019,14:04:10,1088048,19.430506,-99.99622,19120035,20/12/2019,1
1,Sin Terminar,Occidente,Arturo Nieto,MICHOACAN,ARIO,19120048,20/12/2019,En Diciembre descubre cuánto vale tu prenda de Oro,1543,PRESTA PRENDA ARIO DE ROSALES (1543),PAX99886,121905,ASIGNADA POR SISTEMA,10/12/2019,13:43:27,1080367,19.21558,-101.704978,19120048,20/12/2019,0
3,Sin Terminar,Occidente,Jennifer,MICHOACAN,ARIO,19071665,30/09/2019,Este año sé El Motociclista Misterioso,4508,4508-MOTOSERVICIO EL JAQUI,PAX5320,106087,ASIGNADA POR SISTEMA,19/11/2019,11:18:44,1065870,19.205597,-101.7127,19071665,30/09/2019,21
1,Sin Terminar,Occidente,Arturo Nieto,MICHOACAN,BUENAVISTA,19120048,20/12/2019,En Diciembre descubre cuánto vale tu prenda de Oro,1747,PRESTA PRENDA BUENA VISTA TOMATLAN (1747),PAX48705,122271,ASIGNADA POR SISTEMA,10/12/2019,12:49:59,1087839,19.20812,-102.58777,19120048,20/12/2019,0
1,Sin Terminar,Occidente,Arturo Nieto,MICHOACAN,COALCOMAN,19120048,20/12/2019,En Diciembre descubre cuánto vale tu prenda de Oro,381,DAZ COACOLMAN (381),PAX48705,118138,ASIGNADA POR SISTEMA,10/12/2019,14:25:55,1087840,18.777141,-103.160427,19120048,20/12/2019,0
3,Sin Terminar,Occidente,Jennifer,MICHOACAN,HIDALGO,19071665,30/09/2019,Este año sé El Motociclista Misterioso,9876,9876-FIDEL CORONA MARIN,alirae,106152,ASIGNADA POR SISTEMA,25/10/2019,17:07:01,1051783,19.680758,-100.538386,19071665,30/09/2019,46
1,Sin Terminar,Occidente,Arturo Nieto,MICHOACAN,LAZARO CARDENAS,19120035,20/12/2019,En Diciembre y Enero recorre los pasillos de una tienda departamental,1672,BA EKT LAZARO CARDENAS 2 CENTRO,PAX98098,1020,ASIGNADA POR SISTEMA,10/12/2019,13:44:01,1080147,17.961304,-102.20106,19120035,20/12/2019,0
3,Sin Terminar,Occidente,Jennifer,MICHOACAN,LAZARO CARDENAS,19071665,30/09/2019,Este año sé El Motociclista Misterioso,3742,3742-MOTOSOCCER,PAX49112,106359,ASIGNADA POR SISTEMA,11/11/2019,17:43:29,1051765,17.993322,-102.222885,19071665,30/09/2019,29
1,Sin Terminar,Occidente,Arturo Nieto,MICHOACAN,MORELIA,19120035,20/12/2019,En Diciembre y Enero recorre los pasillos de una tienda departamental,1119,EKT - MEGA MORELIA CENTRO,PAX99886,914,TOMADA POR USUARIO,09/12/2019,18:47:45,1087990,19.69573,-101.187775,19120035,20/12/2019,1
2,Sin Terminar,Occidente,Arturo Nieto,MICHOACAN,MORELIA,19112383,20/12/2019,Este Diciembre Upaxer te regala gasolina,426,E01093_BP La Luneta,PAX62902,166106,ASIGNADA POR SISTEMA,04/12/2019,19:17:55,1085049,19.982027,-102.28941,19112383,20/12/2019,6
2,Sin Terminar,Occidente,Arturo Nieto,MICHOACAN,MORELIA,19112383,20/12/2019,Este Diciembre Upaxer te regala gasolina,439,E07607_BP Canindo,PAX62902,166119,ASIGNADA POR SISTEMA,04/12/2019,19:17:55,1084754,19.937063,-102.240178,19112383,20/12/2019,6
1,Sin Terminar,Occidente,Arturo Nieto,MICHOACAN,PATZCUARO,19120048,20/12/2019,En Diciembre descubre cuánto vale tu prenda de Oro,4677,BA PRESTA PRENDA PATZCUARO (4677),PAX99886,118366,ASIGNADA POR SISTEMA,10/12/2019,13:43:27,1080440,19.51334,-101.612,19120048,20/12/2019,0
1,Sin Terminar,Occidente,Arturo Nieto,MICHOACAN,PURUANDIRO,19120035,20/12/2019,En Diciembre y Enero recorre los pasillos de una tienda departamental,6137,MICROEKT MICHOACAN PURUANDIRO,PAX106417,3656,ASIGNADA POR SISTEMA,10/12/2019,13:44:29,1086909,20.087902,-101.51414,19120035,20/12/2019,0
3,Sin Terminar,Occidente,Jennifer,MICHOACAN,PURUANDIRO,19071665,30/09/2019,Este año sé El Motociclista Misterioso,3966,3966-TALLER LAYMA,PAX106417,106070,ASIGNADA POR SISTEMA,03/12/2019,14:41:09,1051773,20.089811,-101.515808,19071665,30/09/2019,7
3,Sin Terminar,Occidente,Arturo Nieto,MICHOACAN,REYES  LOS,19081847,30/09/2019,Este año Evalúa valida y gana en un Taller 2019,4408,4408 RODOLFO CALIXTO CAMPOS,PAX8640,173931,ASIGNADA POR SISTEMA,06/12/2019,15:10:14,1086379,19.584114,-102.46703,19081847,30/09/2019,4
3,Sin Terminar,Occidente,Jennifer,MICHOACAN,REYES  LOS,19071665,30/09/2019,Este año sé El Motociclista Misterioso,3379,3379-MOTO SERVICIO,PAX3265,105954,ASIGNADA POR SISTEMA,15/11/2019,17:40:28,1051754,19.58159,-102.46296,19071665,30/09/2019,25
